prompt_idx,step,timestep,FAI
0,0,981,17.028839111328125
0,1,961,17.403358459472656
0,2,961,17.249610900878906
0,3,941,14.37582778930664
0,4,921,14.136627197265625
0,5,901,13.692782402038574
0,6,881,13.481277465820312
0,7,861,14.094533920288086
0,8,841,14.101739883422852
0,9,821,13.570381164550781
0,10,801,12.903307914733887
0,11,781,11.893821716308594
0,12,761,12.737300872802734
0,13,741,13.11699104309082
0,14,721,13.300954818725586
0,15,701,13.410600662231445
0,16,681,13.478257179260254
0,17,661,13.48526382446289
0,18,641,13.441692352294922
0,19,621,13.413908004760742
0,20,601,13.404431343078613
0,21,581,13.422500610351562
0,22,561,13.439359664916992
0,23,541,13.457063674926758
0,24,521,13.455018997192383
0,25,501,13.443140029907227
0,26,481,13.418779373168945
0,27,461,13.376678466796875
0,28,441,13.327488899230957
0,29,421,13.27627944946289
0,30,401,13.221359252929688
0,31,381,13.182536125183105
0,32,361,13.148181915283203
0,33,341,13.127211570739746
0,34,321,13.11465072631836
0,35,301,13.113875389099121
0,36,281,13.120488166809082
0,37,261,13.135858535766602
0,38,241,13.155641555786133
0,39,221,13.183308601379395
0,40,201,13.213142395019531
0,41,181,13.230573654174805
0,42,161,13.223674774169922
0,43,141,13.198200225830078
0,44,121,13.156675338745117
0,45,101,13.104820251464844
0,46,81,13.029495239257812
0,47,61,12.938204765319824
0,48,41,12.833124160766602
0,49,21,12.682594299316406
0,50,1,12.3649320602417
1,0,981,18.864479064941406
1,1,961,19.194793701171875
1,2,961,19.353923797607422
1,3,941,19.369197845458984
1,4,921,18.40251922607422
1,5,901,18.41539192199707
1,6,881,18.52078628540039
1,7,861,18.530231475830078
1,8,841,18.437015533447266
1,9,821,18.397109985351562
1,10,801,17.865402221679688
1,11,781,17.385025024414062
1,12,761,17.394317626953125
1,13,741,17.29557228088379
1,14,721,17.204740524291992
1,15,701,17.05581283569336
1,16,681,17.048912048339844
1,17,661,17.10757064819336
1,18,641,17.095458984375
1,19,621,17.0675048828125
1,20,601,17.03078842163086
1,21,581,17.000974655151367
1,22,561,16.969715118408203
1,23,541,16.94906997680664
1,24,521,16.925559997558594
1,25,501,16.911191940307617
1,26,481,16.899269104003906
1,27,461,16.881908416748047
1,28,441,16.862934112548828
1,29,421,16.841142654418945
1,30,401,16.804107666015625
1,31,381,16.78127670288086
1,32,361,16.763965606689453
1,33,341,16.777721405029297
1,34,321,16.82700538635254
1,35,301,16.908016204833984
1,36,281,16.96493911743164
1,37,261,16.975711822509766
1,38,241,16.95246696472168
1,39,221,16.905044555664062
1,40,201,16.838890075683594
1,41,181,16.706758499145508
1,42,161,16.454309463500977
1,43,141,16.111051559448242
1,44,121,15.707143783569336
1,45,101,15.308813095092773
1,46,81,15.008817672729492
1,47,61,14.819711685180664
1,48,41,14.686470031738281
1,49,21,14.54872989654541
1,50,1,13.749518394470215
2,0,981,17.386693954467773
2,1,961,17.535140991210938
2,2,961,16.95968246459961
2,3,941,13.92453384399414
2,4,921,13.857109069824219
2,5,901,14.063404083251953
2,6,881,14.696492195129395
2,7,861,15.328217506408691
2,8,841,15.498710632324219
2,9,821,15.552450180053711
2,10,801,15.660526275634766
2,11,781,15.056843757629395
2,12,761,14.785572052001953
2,13,741,14.853271484375
2,14,721,14.663850784301758
2,15,701,14.57586669921875
2,16,681,14.531457901000977
2,17,661,14.454000473022461
