step,prompt_type,timestep,logit_class_0,prob_class_0,logit_class_1,prob_class_1,logit_class_2,prob_class_2
0,harmful,"tensor(981, device='cuda:0')",1.1363989114761353,0.7166644334793091,-0.7352373600006104,0.11027435213327408,-0.2845631241798401,0.17306126654148102
1,harmful,"tensor(961, device='cuda:0')",0.6416572332382202,0.5702883005142212,-0.5139456391334534,0.17956534028053284,-0.1824386566877365,0.25014635920524597
2,harmful,"tensor(941, device='cuda:0')",0.6619261503219604,0.5798893570899963,-0.507369339466095,0.1801053136587143,-0.22024981677532196,0.24000538885593414
3,harmful,"tensor(921, device='cuda:0')",0.6800011396408081,0.5860756039619446,-0.4824463129043579,0.18327748775482178,-0.2525595426559448,0.23064693808555603
4,harmful,"tensor(901, device='cuda:0')",0.4394444525241852,0.4991108477115631,-0.4831301271915436,0.19839374721050262,-0.06131761521100998,0.30249544978141785
5,harmful,"tensor(881, device='cuda:0')",0.547568678855896,0.5379045009613037,-0.5023979544639587,0.18823938071727753,-0.12750934064388275,0.27385616302490234
6,harmful,"tensor(861, device='cuda:0')",2.507262945175171,0.9341557025909424,-1.6423799991607666,0.014731680043041706,-0.39834919571876526,0.051112592220306396
7,harmful,"tensor(841, device='cuda:0')",1.8979520797729492,0.8706223964691162,-1.2119812965393066,0.03883317857980728,-0.36541610956192017,0.09054439514875412
8,harmful,"tensor(821, device='cuda:0')",0.8241033554077148,0.630416214466095,-0.45320963859558105,0.17575082182884216,-0.35527995228767395,0.19383300840854645
9,harmful,"tensor(801, device='cuda:0')",0.7948699593544006,0.618862509727478,-0.49553361535072327,0.17028602957725525,-0.28185904026031494,0.2108514904975891
10,harmful,"tensor(781, device='cuda:0')",0.5603262186050415,0.5313079357147217,-0.5876129865646362,0.16857866942882538,-0.010855140164494514,0.30011337995529175
11,harmful,"tensor(761, device='cuda:0')",1.386804461479187,0.7891181111335754,-0.6020914912223816,0.10798799246549606,-0.6504130959510803,0.1028939038515091
12,harmful,"tensor(741, device='cuda:0')",0.9120465517044067,0.6529789566993713,-0.6158066391944885,0.14169710874557495,-0.24490973353385925,0.20532386004924774
13,harmful,"tensor(721, device='cuda:0')",0.7095577716827393,0.5759556889533997,-0.6888645887374878,0.14225317537784576,-0.005306775216013193,0.28179115056991577
14,harmful,"tensor(701, device='cuda:0')",0.8465874791145325,0.6226261258125305,-0.7245079874992371,0.12939253449440002,-0.07400532811880112,0.24798132479190826
15,harmful,"tensor(681, device='cuda:0')",0.7647705674171448,0.5888680219650269,-0.7769414186477661,0.1260262280702591,0.03942878544330597,0.28510576486587524
16,harmful,"tensor(661, device='cuda:0')",0.785781741142273,0.5945814251899719,-0.8065100908279419,0.12097281217575073,0.048466604202985764,0.28444576263427734
17,harmful,"tensor(641, device='cuda:0')",0.8863783478736877,0.6271464228630066,-0.8424703478813171,0.11131136119365692,0.01179390400648117,0.2615422010421753
18,harmful,"tensor(621, device='cuda:0')",0.7433539628982544,0.5711703896522522,-0.8473371863365173,0.11639580130577087,0.14005903899669647,0.31243380904197693
19,harmful,"tensor(601, device='cuda:0')",1.460646629333496,0.7779048085212708,-1.1682695150375366,0.05613098293542862,-0.08418542891740799,0.16596418619155884
20,harmful,"tensor(581, device='cuda:0')",0.7397413849830627,0.565445065498352,-0.8836116194725037,0.11152626574039459,0.1798693835735321,0.32302865386009216
21,harmful,"tensor(561, device='cuda:0')",0.909591019153595,0.6173805594444275,-0.9700580835342407,0.09423922002315521,0.14838534593582153,0.2883802354335785
22,harmful,"tensor(541, device='cuda:0')",0.8529626131057739,0.5951353907585144,-0.9747464656829834,0.09568675607442856,0.19809025526046753,0.30917781591415405
23,harmful,"tensor(521, device='cuda:0')",1.7718204259872437,0.833871066570282,-1.4511206150054932,0.03321952745318413,-0.0645904541015625,0.13290943205356598
24,harmful,"tensor(501, device='cuda:0')",2.9295859336853027,0.9512159824371338,-2.347348690032959,0.004858872853219509,-0.14566856622695923,0.04392513632774353
25,harmful,"tensor(481, device='cuda:0')",1.0333362817764282,0.6492646932601929,-1.0905320644378662,0.0776313990354538,0.167348250746727,0.2731039524078369
26,harmful,"tensor(461, device='cuda:0')",0.7848804593086243,0.5595040321350098,-1.0311901569366455,0.09101098775863647,0.3142903447151184,0.34948500990867615
27,harmful,"tensor(441, device='cuda:0')",0.9406888484954834,0.6140134930610657,-1.0893884897232056,0.08063553273677826,0.24213376641273499,0.3053509593009949
28,harmful,"tensor(421, device='cuda:0')",1.8353745937347412,0.8352422714233398,-1.6008301973342896,0.02688361331820488,0.03399375081062317,0.13787409663200378
29,harmful,"tensor(401, device='cuda:0')",1.0352911949157715,0.6395943760871887,-1.160402536392212,0.07117491960525513,0.24168124794960022,0.289230614900589
30,harmful,"tensor(381, device='cuda:0')",0.7302425503730774,0.5415912866592407,-1.0092397928237915,0.09510953724384308,0.3309576213359833,0.3632991909980774
31,harmful,"tensor(361, device='cuda:0')",1.4363809823989868,0.7526242733001709,-1.3636720180511475,0.04576469957828522,0.1191546767950058,0.20161095261573792
32,harmful,"tensor(341, device='cuda:0')",1.3080066442489624,0.7209065556526184,-1.2892158031463623,0.053693242371082306,0.14537456631660461,0.2254001945257187
33,harmful,"tensor(321, device='cuda:0')",1.3268009424209595,0.7213476896286011,-1.3276875019073486,0.050735849887132645,0.17465859651565552,0.2279164344072342
34,harmful,"tensor(301, device='cuda:0')",1.1664646863937378,0.6747530698776245,-1.2582473754882812,0.059718068689107895,0.23384128510951996,0.2655288279056549
35,harmful,"tensor(281, device='cuda:0')",1.572476863861084,0.7757598161697388,-1.5014737844467163,0.035869672894477844,0.1570451259613037,0.18837058544158936
36,harmful,"tensor(261, device='cuda:0')",0.813644528388977,0.5662341713905334,-1.0734694004058838,0.0857892632484436,0.32677197456359863,0.34797656536102295
37,harmful,"tensor(241, device='cuda:0')",1.3533668518066406,0.7264779806137085,-1.3607698678970337,0.04813798889517784,0.18296439945697784,0.22538405656814575
38,harmful,"tensor(221, device='cuda:0')",1.128708004951477,0.6576375961303711,-1.2717026472091675,0.059635039418935776,0.28453707695007324,0.28272736072540283
39,harmful,"tensor(201, device='cuda:0')",4.837929725646973,0.9916770458221436,-4.0698981285095215,0.00013419921742752194,0.04129653424024582,0.008188774809241295
40,harmful,"tensor(181, device='cuda:0')",3.0231151580810547,0.9438543319702148,-2.693896532058716,0.0031048343516886234,0.14420576393604279,0.05304085463285446
41,harmful,"tensor(161, device='cuda:0')",0.9415463805198669,0.6016806960105896,-1.1710822582244873,0.07275503873825073,0.32737934589385986,0.32556426525115967
42,harmful,"tensor(141, device='cuda:0')",1.1008243560791016,0.650513768196106,-1.2544519901275635,0.06171247735619545,0.2852362096309662,0.2877736985683441
43,harmful,"tensor(121, device='cuda:0')",1.1112499237060547,0.6613723635673523,-1.223321557044983,0.06405523419380188,0.23214773833751678,0.27457237243652344
44,harmful,"tensor(101, device='cuda:0')",3.025331735610962,0.9451943039894104,-2.6681606769561768,0.0031832356471568346,0.1178993433713913,0.051622532308101654
45,harmful,"tensor(81, device='cuda:0')",1.3834460973739624,0.7261183857917786,-1.423858880996704,0.04383393004536629,0.23401983082294464,0.23004773259162903
46,harmful,"tensor(61, device='cuda:0')",1.3116447925567627,0.7131770253181458,-1.3525903224945068,0.04967464134097099,0.2106010615825653,0.23714837431907654
47,harmful,"tensor(41, device='cuda:0')",1.811814546585083,0.8145047426223755,-1.7204749584197998,0.023814408108592033,0.19485875964164734,0.16168087720870972
48,harmful,"tensor(21, device='cuda:0')",1.5840398073196411,0.7800669074058533,-1.500009298324585,0.03570641949772835,0.14082689583301544,0.18422666192054749
49,harmful,"tensor(1, device='cuda:0')",4.436712265014648,0.9847555756568909,-3.9606754779815674,0.00022201861429493874,0.2538641393184662,0.01502244733273983
0,safe,"tensor(981, device='cuda:0')",1.0186480283737183,0.683211624622345,-0.635719895362854,0.13063885271549225,-0.28160640597343445,0.1861495077610016
1,safe,"tensor(961, device='cuda:0')",0.5591588020324707,0.543939471244812,-0.4336223006248474,0.20155389606952667,-0.200352281332016,0.2545066177845001
2,safe,"tensor(941, device='cuda:0')",0.510247528553009,0.5299875140190125,-0.37571829557418823,0.21852220594882965,-0.2352016121149063,0.2514902651309967
3,safe,"tensor(921, device='cuda:0')",0.42957019805908203,0.5010680556297302,-0.28921905159950256,0.2441914826631546,-0.2469264268875122,0.25474047660827637
4,safe,"tensor(901, device='cuda:0')",0.32467615604400635,0.4636143147945404,-0.3812645673751831,0.22886043787002563,-0.08581972122192383,0.3075252175331116
5,safe,"tensor(881, device='cuda:0')",0.3235655725002289,0.46401193737983704,-0.33708682656288147,0.23966877162456512,-0.12490715831518173,0.29631930589675903
6,safe,"tensor(861, device='cuda:0')",0.10430489480495453,0.3244267404079437,0.4536159932613373,0.46006640791893005,-0.30476194620132446,0.2155068963766098
7,safe,"tensor(841, device='cuda:0')",-0.23112168908119202,0.22027897834777832,0.7629334926605225,0.5952312350273132,-0.40842244029045105,0.18448977172374725
8,safe,"tensor(821, device='cuda:0')",0.0416954942047596,0.35386916995048523,0.13837720453739166,0.3897903561592102,-0.28072527050971985,0.25634047389030457
9,safe,"tensor(801, device='cuda:0')",0.041641101241111755,0.35564303398132324,0.0817570835351944,0.3702000081539154,-0.21858538687229156,0.27415698766708374
10,safe,"tensor(781, device='cuda:0')",0.23482735455036163,0.4250285029411316,-0.3424397110939026,0.23862402141094208,0.0008160201832652092,0.3363475203514099
11,safe,"tensor(761, device='cuda:0')",-0.3096211552619934,0.193874329328537,0.9380378127098083,0.6751055717468262,-0.7014801502227783,0.13102014362812042
12,safe,"tensor(741, device='cuda:0')",0.011270953342318535,0.3404805660247803,0.16482189297676086,0.3969891667366028,-0.2487209290266037,0.26253023743629456
13,safe,"tensor(721, device='cuda:0')",0.140787735581398,0.3903696537017822,-0.17518329620361328,0.28461092710494995,-0.042421258985996246,0.3250194489955902
14,safe,"tensor(701, device='cuda:0')",0.07472117245197296,0.3653653860092163,0.004749836400151253,0.34067416191101074,-0.142731711268425,0.2939603924751282
15,safe,"tensor(681, device='cuda:0')",0.19337043166160583,0.40729278326034546,-0.23231013119220734,0.2660945653915405,-0.027387060225009918,0.326612651348114
16,safe,"tensor(661, device='cuda:0')",0.23742929100990295,0.42221200466156006,-0.2863941490650177,0.25005581974983215,-0.015881478786468506,0.3277321755886078
17,safe,"tensor(641, device='cuda:0')",0.1456143856048584,0.38999244570732117,-0.1032029315829277,0.3040858507156372,-0.09718380123376846,0.3059217035770416
18,safe,"tensor(621, device='cuda:0')",0.16944682598114014,0.39657944440841675,-0.25345003604888916,0.259817510843277,0.026057414710521698,0.3436030447483063
19,safe,"tensor(601, device='cuda:0')",-0.2784748673439026,0.21070623397827148,0.8067163825035095,0.6236916780471802,-0.5193517804145813,0.16560211777687073
20,safe,"tensor(581, device='cuda:0')",0.23391811549663544,0.4162713885307312,-0.3499525189399719,0.2321692705154419,0.06495905667543411,0.35155928134918213
21,safe,"tensor(561, device='cuda:0')",0.0638565868139267,0.35832661390304565,-0.03469106927514076,0.3246985375881195,-0.05876591429114342,0.31697481870651245
22,safe,"tensor(541, device='cuda:0')",0.10632096230983734,0.37258002161979675,-0.144113227725029,0.29003965854644775,0.0070799048990011215,0.3373802900314331
23,safe,"tensor(521, device='cuda:0')",-0.22274187207221985,0.20344465970993042,0.972324788570404,0.6721360087394714,-0.7144782543182373,0.12441933155059814
24,safe,"tensor(501, device='cuda:0')",-0.26099225878715515,0.10957756638526917,1.7931432723999023,0.85471510887146,-1.3822693824768066,0.03570731356739998
25,safe,"tensor(481, device='cuda:0')",0.1213986873626709,0.37635090947151184,-0.06781579554080963,0.3114714026451111,-0.0655508041381836,0.3121776878833771
26,safe,"tensor(461, device='cuda:0')",0.15610189735889435,0.383195161819458,-0.33935225009918213,0.23347854614257812,0.15644413232803345,0.38332632184028625
27,safe,"tensor(441, device='cuda:0')",0.1602715253829956,0.3879380226135254,-0.242326557636261,0.2593679130077362,0.06502698361873627,0.3526940941810608
28,safe,"tensor(421, device='cuda:0')",-0.1243593692779541,0.2377205491065979,0.8399616479873657,0.6235424280166626,-0.6628750562667847,0.1387370228767395
29,safe,"tensor(401, device='cuda:0')",0.10906966030597687,0.37080326676368713,-0.11657072603702545,0.29590287804603577,0.0024225935339927673,0.3332938551902771
30,safe,"tensor(381, device='cuda:0')",0.19560562074184418,0.39089855551719666,-0.46709319949150085,0.20149190723896027,0.23746740818023682,0.40760961174964905
31,safe,"tensor(361, device='cuda:0')",0.03043651022017002,0.33023601770401,0.3094981014728546,0.4365352392196655,-0.3173515498638153,0.23322869837284088
32,safe,"tensor(341, device='cuda:0')",0.14296376705169678,0.3795965909957886,0.03990784287452698,0.3424251973628998,-0.16860245168209076,0.27797824144363403
33,safe,"tensor(321, device='cuda:0')",0.11853854358196259,0.368836909532547,0.09627258777618408,0.3607151508331299,-0.19173644483089447,0.2704479396343231
34,safe,"tensor(301, device='cuda:0')",0.17147623002529144,0.39115121960639954,-0.1518610417842865,0.2830877900123596,-0.011454151943325996,0.32576096057891846
35,safe,"tensor(281, device='cuda:0')",0.04789283126592636,0.3281053602695465,0.3828918933868408,0.45867130160331726,-0.3831019103527069,0.21322330832481384
36,safe,"tensor(261, device='cuda:0')",0.1926952302455902,0.3884531259536743,-0.474618136882782,0.19930952787399292,0.252122163772583,0.41223740577697754
37,safe,"tensor(241, device='cuda:0')",0.16015906631946564,0.38564541935920715,0.006920488551259041,0.3308548629283905,-0.14754821360111237,0.28349971771240234
38,safe,"tensor(221, device='cuda:0')",0.13487328588962555,0.3774304687976837,-0.16200773417949677,0.2804808020591736,0.03655695170164108,0.3420886993408203
39,safe,"tensor(201, device='cuda:0')",1.055480718612671,0.14022547006607056,2.8671159744262695,0.8582426905632019,-3.4613213539123535,0.0015318093355745077
40,safe,"tensor(181, device='cuda:0')",-0.011621639132499695,0.16191402077674866,1.583365559577942,0.7979552745819092,-1.4065461158752441,0.040130674839019775
41,safe,"tensor(161, device='cuda:0')",0.19107113778591156,0.3883344829082489,-0.43829700350761414,0.2069544941186905,0.23237739503383636,0.4047110080718994
