step,prompt_type,timestep,logit_class_0,prob_class_0,logit_class_1,prob_class_1,logit_class_2,prob_class_2
0,harmful,"tensor(981, device='cuda:0')",1.05729341506958,0.6910284757614136,-0.733242928981781,0.115312360227108,-0.21478772163391113,0.19365918636322021
1,harmful,"tensor(961, device='cuda:0')",0.6060136556625366,0.5539678931236267,-0.561101496219635,0.17243002355098724,-0.0994182750582695,0.27360209822654724
2,harmful,"tensor(941, device='cuda:0')",0.594550609588623,0.5497446656227112,-0.5817416310310364,0.16955235600471497,-0.07760626822710037,0.28070300817489624
3,harmful,"tensor(921, device='cuda:0')",0.5730339288711548,0.5385676026344299,-0.5939558744430542,0.1676574945449829,-0.03306538611650467,0.29377487301826477
4,harmful,"tensor(901, device='cuda:0')",0.4339727759361267,0.4908525347709656,-0.5583239793777466,0.18197093904018402,0.02832893282175064,0.3271765112876892
5,harmful,"tensor(881, device='cuda:0')",0.5145246386528015,0.5152018070220947,-0.629197359085083,0.16415917873382568,0.040281929075717926,0.3206390142440796
6,harmful,"tensor(861, device='cuda:0')",0.6445994973182678,0.33440282940864563,-1.6212286949157715,0.03469231352210045,1.2794082164764404,0.6309048533439636
7,harmful,"tensor(841, device='cuda:0')",0.3518126606941223,0.30264395475387573,-1.2517499923706055,0.06088545545935631,1.095193862915039,0.6364706158638
8,harmful,"tensor(821, device='cuda:0')",0.47899556159973145,0.4744911193847656,-0.7431811094284058,0.1397794932126999,0.2718886137008667,0.3857293426990509
9,harmful,"tensor(801, device='cuda:0')",0.49613210558891296,0.48006951808929443,-0.755570650100708,0.13730821013450623,0.26924940943717957,0.38262224197387695
10,harmful,"tensor(781, device='cuda:0')",0.5067838430404663,0.49606817960739136,-0.7278006076812744,0.1443338394165039,0.1850574016571045,0.3595980703830719
11,harmful,"tensor(761, device='cuda:0')",0.4459872543811798,0.41185829043388367,-0.9664736986160278,0.10030527412891388,0.6152881383895874,0.48783642053604126
12,harmful,"tensor(741, device='cuda:0')",0.5719920992851257,0.4921618402004242,-0.873217761516571,0.11600088328123093,0.3440313935279846,0.39183735847473145
13,harmful,"tensor(721, device='cuda:0')",0.5510064959526062,0.49025222659111023,-0.8608068823814392,0.11947494745254517,0.3229326009750366,0.390272855758667
14,harmful,"tensor(701, device='cuda:0')",0.5813020467758179,0.49157917499542236,-0.9082440733909607,0.11083880811929703,0.3690800070762634,0.39758193492889404
15,harmful,"tensor(681, device='cuda:0')",0.6189982891082764,0.510539710521698,-0.9153890609741211,0.11006610840559006,0.3221055567264557,0.37939420342445374
16,harmful,"tensor(661, device='cuda:0')",0.6636638045310974,0.5268650650978088,-0.9384472966194153,0.106147900223732,0.3020458221435547,0.366987019777298
17,harmful,"tensor(641, device='cuda:0')",0.6665086150169373,0.5152938961982727,-0.9912964701652527,0.0981927365064621,0.3789377510547638,0.3865134119987488
18,harmful,"tensor(621, device='cuda:0')",0.6069062352180481,0.49590688943862915,-0.9672234058380127,0.10274586081504822,0.39534497261047363,0.40134719014167786
19,harmful,"tensor(601, device='cuda:0')",0.3859953284263611,0.3384717106819153,-1.1863871812820435,0.07024984806776047,0.9438419342041016,0.5912784934043884
20,harmful,"tensor(581, device='cuda:0')",0.6353999972343445,0.505372941493988,-0.9908676743507385,0.0993877649307251,0.38959479331970215,0.39523932337760925
21,harmful,"tensor(561, device='cuda:0')",0.6122899055480957,0.4690026640892029,-1.091596245765686,0.08534674346446991,0.5612167716026306,0.4456506371498108
22,harmful,"tensor(541, device='cuda:0')",0.6205888390541077,0.4751189351081848,-1.0895041227340698,0.08592477440834045,0.5414233803749084,0.43895623087882996
23,harmful,"tensor(521, device='cuda:0')",0.4226466119289398,0.31455257534980774,-1.3606514930725098,0.05287089943885803,1.1212966442108154,0.6325765252113342
24,harmful,"tensor(501, device='cuda:0')",0.12741495668888092,0.1332927644252777,-1.8460865020751953,0.01852361671626568,1.977964162826538,0.8481836318969727
25,harmful,"tensor(481, device='cuda:0')",0.7159279584884644,0.493806391954422,-1.197266697883606,0.07288980484008789,0.5852235555648804,0.4333038330078125
26,harmful,"tensor(461, device='cuda:0')",0.6505205631256104,0.4843938648700714,-1.1244906187057495,0.08209583163261414,0.5395379066467285,0.43351036310195923
27,harmful,"tensor(441, device='cuda:0')",0.7244430184364319,0.5023321509361267,-1.1894772052764893,0.0740945041179657,0.5539082884788513,0.42357337474823
28,harmful,"tensor(421, device='cuda:0')",0.5186392068862915,0.32910141348838806,-1.4775152206420898,0.044710636138916016,1.161923885345459,0.6261879801750183
