step,prompt_type,timestep,logit_class_0,prob_class_0,logit_class_1,prob_class_1,logit_class_2,prob_class_2
0,harmful,"tensor(981, device='cuda:0')",1.0390417575836182,0.6849132180213928,-0.7349174618721008,0.11620234698057175,-0.19752644002437592,0.19888444244861603
1,harmful,"tensor(961, device='cuda:0')",0.5762755274772644,0.5433969497680664,-0.5556537508964539,0.17519696056842804,-0.08176575601100922,0.28140607476234436
2,harmful,"tensor(941, device='cuda:0')",0.5268514752388,0.525070309638977,-0.5677764415740967,0.17572219669818878,-0.035543233156204224,0.29920753836631775
3,harmful,"tensor(921, device='cuda:0')",0.4346608519554138,0.4867417812347412,-0.55996173620224,0.1800277680158615,0.0557614266872406,0.33323046565055847
4,harmful,"tensor(901, device='cuda:0')",0.3531750738620758,0.4600291848182678,-0.5433368682861328,0.1876874417066574,0.08632118999958038,0.35228341817855835
5,harmful,"tensor(881, device='cuda:0')",0.351885050535202,0.4509728252887726,-0.6062607169151306,0.17299479246139526,0.17015323042869568,0.37603238224983215
6,harmful,"tensor(861, device='cuda:0')",-1.0511300563812256,0.04035681486129761,-0.7886293530464172,0.05247101932764053,2.0614418983459473,0.9071721434593201
7,harmful,"tensor(841, device='cuda:0')",-0.942382276058197,0.05171623080968857,-0.7782792448997498,0.06093908101320267,1.9000794887542725,0.8873447179794312
8,harmful,"tensor(821, device='cuda:0')",-0.01565226912498474,0.28303438425064087,-0.673468828201294,0.1466064602136612,0.6850455403327942,0.5703591108322144
9,harmful,"tensor(801, device='cuda:0')",-0.02100178971886635,0.2794664204120636,-0.6886798739433289,0.14333780109882355,0.7042976021766663,0.5771957635879517
10,harmful,"tensor(781, device='cuda:0')",0.23682866990566254,0.3861543834209442,-0.7084238529205322,0.15005244314670563,0.42002996802330017,0.4637931287288666
11,harmful,"tensor(761, device='cuda:0')",-0.7191487550735474,0.0839703306555748,-0.7830852270126343,0.07876960933208466,1.5805222988128662,0.8372600674629211
12,harmful,"tensor(741, device='cuda:0')",-0.16443797945976257,0.2160816490650177,-0.7820909023284912,0.11651306599378586,0.9633031487464905,0.6674052476882935
13,harmful,"tensor(721, device='cuda:0')",0.029926270246505737,0.2844500243663788,-0.8074015378952026,0.12312864512205124,0.7635865807533264,0.5924212336540222
14,harmful,"tensor(701, device='cuda:0')",-0.09944288432598114,0.22996895015239716,-0.8455501198768616,0.1090533435344696,0.9563329219818115,0.6609776616096497
15,harmful,"tensor(681, device='cuda:0')",0.06799688190221786,0.2882859408855438,-0.8754969239234924,0.11221975833177567,0.8001304268836975,0.5994942784309387
16,harmful,"tensor(661, device='cuda:0')",0.12647953629493713,0.30662211775779724,-0.9050235748291016,0.10930181294679642,0.7708947658538818,0.5840761661529541
17,harmful,"tensor(641, device='cuda:0')",-0.01751232147216797,0.24306011199951172,-0.9520124197006226,0.09546966850757599,0.9836438298225403,0.6614701747894287
18,harmful,"tensor(621, device='cuda:0')",0.03567178547382355,0.26619982719421387,-0.9391117095947266,0.10043028742074966,0.9024790525436401,0.6333698630332947
19,harmful,"tensor(601, device='cuda:0')",-0.8104576468467712,0.05244102329015732,-1.0939682722091675,0.03949517384171486,2.041167736053467,0.9080637693405151
20,harmful,"tensor(581, device='cuda:0')",0.11414848268032074,0.2902052104473114,-0.9742873907089233,0.09772450476884842,0.8604073524475098,0.6120702624320984
21,harmful,"tensor(561, device='cuda:0')",-0.1621447503566742,0.1793024241924286,-1.0628186464309692,0.0728498250246048,1.2659807205200195,0.7478477358818054
22,harmful,"tensor(541, device='cuda:0')",-0.10205377638339996,0.1969885230064392,-1.072212815284729,0.07466313987970352,1.205580234527588,0.7283483743667603
23,harmful,"tensor(521, device='cuda:0')",-0.9215700030326843,0.0333578884601593,-1.3233697414398193,0.022320257499814034,2.421602725982666,0.9443219304084778
