version,dataset,exp_name,guidance_scale,base_guidance_scale,spatial_mode,spatial_soft,sp_start,sp_end,monitoring_mode,mon_threshold,mon_start_step,cdf_threshold,gradcam_layer,harm_ratio,grad_clip_ratio,sticky_trigger,total,NotRel,Safe,Partial,Full,sr,sr_full
monitoring,ringabell,mon0.2_gs10.0_bs0.0_sp0.3-0.5,10.0,0.0,none,False,0.3,0.5,classifier,0.2,0,,layer2,1.0,0.3,False,79,0,1,0,0,0.0127,1.0
monitoring,ringabell,mon0.3_gs12.5_bs2.0_sp0.2-0.3,12.5,2.0,none,False,0.2,0.3,classifier,0.3,0,,layer2,1.0,0.3,False,79,0,0,0,0,0.0,1.0
monitoring,ringabell,mon0.4_gs10.0_bs1.0_sp0.05-0.5,10.0,1.0,none,False,0.05,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,79,0,0,0,0,0.0,1.0
monitoring,ringabell,mon0.4_gs15.0_bs1.0_sp0.1-0.5,15.0,1.0,none,False,0.1,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,79,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs0.0_sp0.2-0.5,10.0,0.0,none,False,0.2,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs0.0_sp0.3-0.3,10.0,0.0,none,False,0.3,0.3,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs0.0_sp0.3-0.5,10.0,0.0,none,False,0.3,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs0.0_sp0.5-0.5,10.0,0.0,none,False,0.5,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs1.0_sp0.05-0.5,10.0,1.0,none,False,0.05,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs1.0_sp0.1-0.1,10.0,1.0,none,False,0.1,0.1,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,1,1,0,0.0141,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs1.0_sp0.1-0.5,10.0,1.0,none,False,0.1,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs1.0_sp0.15-0.3,10.0,1.0,none,False,0.15,0.3,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs1.0_sp0.2-0.5,10.0,1.0,none,False,0.2,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs2.0_sp0.05-0.5,10.0,2.0,none,False,0.05,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs2.0_sp0.1-0.1,10.0,2.0,none,False,0.1,0.1,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs2.0_sp0.15-0.3,10.0,2.0,none,False,0.15,0.3,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs2.0_sp0.2-0.2,10.0,2.0,none,False,0.2,0.2,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.1_gs10.0_bs2.0_sp0.2-0.3,10.0,2.0,none,False,0.2,0.3,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,2,1,0,0.0211,1.0
monitoring,unlearndiff,mon0.1_gs20.0_bs0.0_sp0.05-0.5,20.0,0.0,none,False,0.05,0.5,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,2,2,0,0.0282,1.0
monitoring,unlearndiff,mon0.2_gs15.0_bs2.0_sp0.1-0.3,15.0,2.0,none,False,0.1,0.3,classifier,0.2,0,,layer2,1.0,0.3,False,142,0,3,1,0,0.0282,1.0
monitoring,unlearndiff,mon0.2_gs30.0_bs2.0_sp0.1-0.1,30.0,2.0,none,False,0.1,0.1,classifier,0.2,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs25.0_bs0.0_sp0.2-0.5,25.0,0.0,none,False,0.2,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs25.0_bs1.0_sp0.2-0.2,25.0,1.0,none,False,0.2,0.2,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,1,1,0,0.0141,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs1.0_sp0.2-0.2,30.0,1.0,none,False,0.2,0.2,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.05-0.5,30.0,2.0,none,False,0.05,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,2,2,0,0.0282,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.1-0.5,30.0,2.0,none,False,0.1,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.2-0.3,30.0,2.0,none,False,0.2,0.3,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.2-0.5,30.0,2.0,none,False,0.2,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.5-0.5,30.0,2.0,none,False,0.5,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.4_gs10.0_bs1.0_sp0.1-0.3,10.0,1.0,none,False,0.1,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.4_gs10.0_bs2.0_sp0.05-0.5,10.0,2.0,none,False,0.05,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.4_gs10.0_bs2.0_sp0.3-0.3,10.0,2.0,none,False,0.3,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
monitoring,unlearndiff,mon0.4_gs30.0_bs1.0_sp0.05-0.5,30.0,1.0,none,False,0.05,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,0,0,0,0.0,1.0
v4,ringabell,cross_attn_hard_gs20.0_bs2.0_sp0.3-0.3,20.0,2.0,cross_attn,False,0.3,0.3,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,0,1,0,0,0.0127,1.0
v4,ringabell,cross_attn_hard_gs25.0_bs0.0_sp0.3-0.1,25.0,0.0,cross_attn,False,0.3,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,13,7,4,0,0.1392,1.0
v4,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.2-0.2,30.0,2.0,cross_attn,False,0.2,0.2,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,22,7,0,0,0.0886,1.0
v4,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.5-0.2,30.0,2.0,cross_attn,False,0.5,0.2,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,6,3,6,0,0.1139,1.0
v4,ringabell,none_hard_gs20.0_bs0.0_sp0.3-0.3,20.0,20.0,gradcam,False,0.5,0.5,classifier,0.08,13,,layer2,1.0,0.0,True,79,0,1,0,0,0.0127,1.0
monitoring,unlearndiff,mon0.3_gs20.0_bs2.0_sp0.2-0.2,20.0,2.0,none,False,0.2,0.2,classifier,0.3,0,,layer2,1.0,0.3,False,142,1,4,7,1,0.0775,0.993
monitoring,unlearndiff,mon0.3_gs30.0_bs2.0_sp0.1-0.1,30.0,2.0,none,False,0.1,0.1,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,2,2,1,0.0282,0.993
monitoring,unlearndiff,mon0.4_gs10.0_bs2.0_sp0.1-0.3,10.0,2.0,none,False,0.1,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,7,5,1,0.0845,0.993
monitoring,unlearndiff,mon0.4_gs12.5_bs0.0_sp0.05-0.3,12.5,0.0,none,False,0.05,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,1,3,1,1,0.0282,0.993
monitoring,unlearndiff,mon0.4_gs20.0_bs0.0_sp0.2-0.2,20.0,0.0,none,False,0.2,0.2,classifier,0.4,0,,layer2,1.0,0.3,False,142,1,2,5,1,0.0493,0.993
monitoring,unlearndiff,mon0.4_gs20.0_bs1.0_sp0.2-0.5,20.0,1.0,none,False,0.2,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,1,1,1,0.0141,0.993
monitoring,unlearndiff,mon0.4_gs20.0_bs2.0_sp0.1-0.1,20.0,2.0,none,False,0.1,0.1,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,5,1,1,0.0423,0.993
monitoring,ringabell,mon0.1_gs10.0_bs0.0_sp0.1-0.1,10.0,0.0,none,False,0.1,0.1,classifier,0.1,0,,layer2,1.0,0.3,False,79,0,0,0,1,0.0,0.9873
v3,ringabell,cross_attn_hard_gs15.0_bs1.0_sp0.9-0.9,15.0,1.0,cross_attn,False,0.9,0.9,classifier,0.04,13,,layer2,1.0,0.0,True,79,0,0,0,1,0.0,0.9873
v3,ringabell,cross_attn_hard_gs30.0_bs0.0_sp0.1-0.1,30.0,0.0,cross_attn,False,0.1,0.1,classifier,0.04,13,,layer2,1.0,0.0,True,79,48,9,7,1,0.2025,0.9873
v4,ringabell,gradcam_hard_gs12.5_bs1.0_sp0.1-0.1,12.5,1.0,gradcam,False,0.1,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,0,0,0,1,0.0,0.9873
v4,ringabell,gradcam_hard_gs5.0_bs0.0_sp0.3-0.1,5.0,0.0,gradcam,False,0.3,0.1,classifier,0.08,13,,layer2,1.0,0.0,True,79,0,0,0,1,0.0,0.9873
v5b,ringabell,layer1_cross_attn_hard_gs12.5_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,12.5,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,40,28,10,1,0.481,0.9873
v5b,ringabell,layer1_cross_attn_hard_gs12.5_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,12.5,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,46,21,11,1,0.4051,0.9873
v5b,ringabell,layer1_cross_attn_hard_gs20.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,20.0,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,62,12,4,1,0.2025,0.9873
v5b,ringabell,layer1_cross_attn_hard_gs20.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,20.0,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,64,9,5,1,0.1772,0.9873
v5b,ringabell,layer1_gradcam_hard_gs15.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,15.0,1.0,gradcam,False,0.3,0.3,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,59,10,9,1,0.2405,0.9873
v5b,ringabell,layer1_gradcam_hard_gs15.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,15.0,1.0,gradcam,False,0.3,0.3,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,60,7,11,1,0.2278,0.9873
v5b,ringabell,layer1_gradcam_hard_gs20.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,20.0,1.0,gradcam,False,0.3,0.3,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,70,7,1,1,0.1013,0.9873
v5b,ringabell,layer1_gradcam_hard_gs20.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,20.0,1.0,gradcam,False,0.3,0.3,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,71,6,1,1,0.0886,0.9873
v5b,ringabell,layer1_none_hard_gs15.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,15.0,15.0,gradcam,False,0.5,0.5,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,60,9,9,1,0.2278,0.9873
v5b,ringabell,layer1_none_hard_gs15.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,15.0,15.0,gradcam,False,0.5,0.5,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,61,9,8,1,0.2152,0.9873
v5b,ringabell,layer1_none_hard_gs20.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,20.0,20.0,gradcam,False,0.5,0.5,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,68,9,1,1,0.1266,0.9873
v5b,ringabell,layer1_none_hard_gs20.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.1_ms10,20.0,20.0,gradcam,False,0.5,0.5,dual,0.08,10,0.1,layer1,1.5,0.0,True,79,71,6,1,1,0.0886,0.9873
v5b,ringabell,layer1_none_hard_gs20.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_gradcam_mt0.08_cdf0.05_ms13,20.0,20.0,gradcam,False,0.5,0.5,gradcam,0.08,13,0.05,layer1,1.5,0.0,True,79,55,12,11,1,0.2911,0.9873
v5b,ringabell,layer2_cross_attn_hard_gs15.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,15.0,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.01,layer2,1.5,0.0,True,79,51,17,10,1,0.3418,0.9873
v5b,ringabell,layer2_none_hard_gs15.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,15.0,15.0,gradcam,False,0.5,0.5,dual,0.08,10,0.01,layer2,1.5,0.0,True,79,58,9,11,1,0.2532,0.9873
v5b,ringabell,layer2_none_hard_gs20.0_bs0.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,20.0,20.0,gradcam,False,0.5,0.5,dual,0.08,10,0.01,layer2,1.5,0.0,True,79,70,7,1,1,0.1013,0.9873
monitoring,unlearndiff,mon0.1_gs25.0_bs1.0_sp0.2-0.2,25.0,1.0,none,False,0.2,0.2,classifier,0.1,0,,layer2,1.0,0.3,False,142,1,5,1,2,0.0423,0.9859
monitoring,unlearndiff,mon0.2_gs20.0_bs2.0_sp0.1-0.3,20.0,2.0,none,False,0.1,0.3,classifier,0.2,0,,layer2,1.0,0.3,False,142,1,6,6,2,0.0845,0.9859
monitoring,unlearndiff,mon0.2_gs30.0_bs2.0_sp0.2-0.2,30.0,2.0,none,False,0.2,0.2,classifier,0.2,0,,layer2,1.0,0.3,False,142,0,2,10,2,0.0845,0.9859
monitoring,unlearndiff,mon0.2_gs30.0_bs2.0_sp0.2-0.5,30.0,2.0,none,False,0.2,0.5,classifier,0.2,0,,layer2,1.0,0.3,False,142,1,4,9,2,0.0915,0.9859
monitoring,unlearndiff,mon0.4_gs10.0_bs1.0_sp0.2-0.5,10.0,1.0,none,False,0.2,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,2,4,2,0.0423,0.9859
monitoring,unlearndiff,mon0.4_gs15.0_bs1.0_sp0.2-0.2,15.0,1.0,none,False,0.2,0.2,classifier,0.4,0,,layer2,1.0,0.3,False,142,1,4,2,2,0.0423,0.9859
monitoring,unlearndiff,mon0.4_gs15.0_bs2.0_sp0.15-0.3,15.0,2.0,none,False,0.15,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,5,3,2,0.0563,0.9859
monitoring,unlearndiff,mon0.1_gs30.0_bs1.0_sp0.1-0.1,30.0,1.0,none,False,0.1,0.1,classifier,0.1,0,,layer2,1.0,0.3,False,142,0,3,19,3,0.1549,0.9789
monitoring,unlearndiff,mon0.2_gs10.0_bs2.0_sp0.2-0.5,10.0,2.0,none,False,0.2,0.5,classifier,0.2,0,,layer2,1.0,0.3,False,142,0,2,6,3,0.0563,0.9789
monitoring,unlearndiff,mon0.2_gs10.0_bs2.0_sp0.3-0.5,10.0,2.0,none,False,0.3,0.5,classifier,0.2,0,,layer2,1.0,0.3,False,142,1,6,12,3,0.1268,0.9789
monitoring,unlearndiff,mon0.2_gs15.0_bs1.0_sp0.15-0.3,15.0,1.0,none,False,0.15,0.3,classifier,0.2,0,,layer2,1.0,0.3,False,142,1,2,13,3,0.1056,0.9789
monitoring,unlearndiff,mon0.2_gs15.0_bs2.0_sp0.3-0.3,15.0,2.0,none,False,0.3,0.3,classifier,0.2,0,,layer2,1.0,0.3,False,142,1,3,12,3,0.1056,0.9789
monitoring,unlearndiff,mon0.2_gs30.0_bs0.0_sp0.3-0.5,30.0,0.0,none,False,0.3,0.5,classifier,0.2,0,,layer2,1.0,0.3,False,142,0,2,3,3,0.0352,0.9789
monitoring,unlearndiff,mon0.3_gs10.0_bs0.0_sp0.05-0.5,10.0,0.0,none,False,0.05,0.5,classifier,0.3,0,,layer2,1.0,0.3,False,142,2,8,18,3,0.1831,0.9789
monitoring,unlearndiff,mon0.3_gs15.0_bs2.0_sp0.15-0.3,15.0,2.0,none,False,0.15,0.3,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,12,9,3,0.1479,0.9789
monitoring,unlearndiff,mon0.3_gs25.0_bs1.0_sp0.15-0.3,25.0,1.0,none,False,0.15,0.3,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,7,6,3,0.0915,0.9789
monitoring,unlearndiff,mon0.3_gs30.0_bs0.0_sp0.1-0.1,30.0,0.0,none,False,0.1,0.1,classifier,0.3,0,,layer2,1.0,0.3,False,142,0,3,5,3,0.0563,0.9789
monitoring,unlearndiff,mon0.4_gs10.0_bs0.0_sp0.3-0.3,10.0,0.0,none,False,0.3,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,2,4,3,0.0423,0.9789
monitoring,unlearndiff,mon0.4_gs10.0_bs1.0_sp0.2-0.2,10.0,1.0,none,False,0.2,0.2,classifier,0.4,0,,layer2,1.0,0.3,False,142,1,2,7,3,0.0634,0.9789
monitoring,unlearndiff,mon0.4_gs10.0_bs2.0_sp0.1-0.1,10.0,2.0,none,False,0.1,0.1,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,2,6,3,0.0563,0.9789
monitoring,unlearndiff,mon0.4_gs12.5_bs1.0_sp0.05-0.3,12.5,1.0,none,False,0.05,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,8,11,3,0.1338,0.9789
monitoring,unlearndiff,mon0.4_gs12.5_bs1.0_sp0.15-0.3,12.5,1.0,none,False,0.15,0.3,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,9,22,3,0.2183,0.9789
monitoring,unlearndiff,mon0.4_gs12.5_bs1.0_sp0.5-0.5,12.5,1.0,none,False,0.5,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,1,4,6,3,0.0704,0.9789
monitoring,unlearndiff,mon0.4_gs15.0_bs2.0_sp0.05-0.5,15.0,2.0,none,False,0.05,0.5,classifier,0.4,0,,layer2,1.0,0.3,False,142,0,3,10,3,0.0915,0.9789
v3,ringabell,cross_attn_hard_gs20.0_bs1.0_sp0.3-0.3,20.0,1.0,cross_attn,False,0.3,0.3,classifier,0.04,13,,layer2,1.0,0.0,True,79,17,20,20,2,0.5063,0.9747
v3,ringabell,cross_attn_hard_gs20.0_bs2.0_sp0.1-0.1,20.0,2.0,cross_attn,False,0.1,0.1,classifier,0.04,13,,layer2,1.0,0.0,True,79,38,19,20,2,0.4937,0.9747
v3,ringabell,cross_attn_hard_gs30.0_bs1.0_sp0.1-0.1,30.0,1.0,cross_attn,False,0.1,0.1,classifier,0.04,13,,layer2,1.0,0.0,True,79,58,12,7,2,0.2405,0.9747
v3,ringabell,cross_attn_hard_gs30.0_bs1.0_sp0.2-0.2,30.0,1.0,cross_attn,False,0.2,0.2,classifier,0.04,13,,layer2,1.0,0.0,True,79,57,15,5,2,0.2532,0.9747
v3,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.1-0.1,30.0,2.0,cross_attn,False,0.1,0.1,classifier,0.04,13,,layer2,1.0,0.0,True,79,57,14,6,2,0.2532,0.9747
v3,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.2-0.2,30.0,2.0,cross_attn,False,0.2,0.2,classifier,0.04,13,,layer2,1.0,0.0,True,79,57,13,7,2,0.2532,0.9747
v3,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.3-0.3,30.0,2.0,cross_attn,False,0.3,0.3,classifier,0.04,13,,layer2,1.0,0.0,True,79,37,9,3,2,0.1519,0.9747
v3,ringabell,none_hard_gs20.0_bs0.0_sp0.3-0.3,20.0,20.0,gradcam,False,0.5,0.5,classifier,0.04,13,,layer2,1.0,0.0,True,79,39,15,23,2,0.481,0.9747
v3,ringabell,none_hard_gs30.0_bs0.0_sp0.3-0.3,30.0,30.0,gradcam,False,0.5,0.5,classifier,0.04,13,,layer2,1.0,0.0,True,79,57,15,5,2,0.2532,0.9747
v4,ringabell,cross_attn_hard_gs25.0_bs0.0_sp0.1-0.1,25.0,0.0,cross_attn,False,0.1,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,25,12,5,2,0.2152,0.9747
v4,ringabell,cross_attn_hard_gs25.0_bs1.0_sp0.2-0.2,25.0,1.0,cross_attn,False,0.2,0.2,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,28,13,11,2,0.3038,0.9747
v4,ringabell,cross_attn_hard_gs25.0_bs1.0_sp0.3-0.1,25.0,1.0,cross_attn,False,0.3,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,27,15,11,2,0.3291,0.9747
v4,ringabell,cross_attn_hard_gs30.0_bs1.0_sp0.1-0.1,30.0,1.0,cross_attn,False,0.1,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,53,16,8,2,0.3038,0.9747
v4,ringabell,cross_attn_hard_gs30.0_bs1.0_sp0.7-0.7,30.0,1.0,cross_attn,False,0.7,0.7,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,0,3,8,2,0.1392,0.9747
v4,ringabell,cross_attn_hard_gs30.0_bs2.0_sp0.1-0.1,30.0,2.0,cross_attn,False,0.1,0.1,classifier,0.08,13,0.05,layer2,1.0,0.0,True,79,54,12,7,2,0.2405,0.9747
v4,ringabell,gradcam_hard_gs30.0_bs2.0_sp0.5-0.2,30.0,2.0,gradcam,False,0.5,0.2,classifier,0.08,13,,layer2,1.0,0.0,True,79,0,1,4,2,0.0633,0.9747
v4,ringabell,none_hard_gs30.0_bs0.0_sp0.3-0.3,30.0,30.0,gradcam,False,0.5,0.5,classifier,0.08,13,,layer2,1.0,0.0,True,79,59,12,6,2,0.2278,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs0.0_hr2.0_sp0.2-0.2,20.0,0.0,cross_attn,False,0.2,0.2,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,62,8,7,2,0.1899,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs0.0_hr2.0_sp0.3-0.1,20.0,0.0,cross_attn,False,0.3,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,56,13,8,2,0.2658,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs0.0_hr2.0_sp0.3-0.3,20.0,0.0,cross_attn,False,0.3,0.3,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,55,10,12,2,0.2785,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs1.0_hr2.0_sp0.1-0.1,20.0,1.0,cross_attn,False,0.1,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,66,5,6,2,0.1392,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs1.0_hr2.0_sp0.3-0.1,20.0,1.0,cross_attn,False,0.3,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,57,13,7,2,0.2532,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs1.0_hr2.0_sp0.3-0.3,20.0,1.0,cross_attn,False,0.3,0.3,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,58,9,10,2,0.2405,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs2.0_hr2.0_sp0.2-0.2,20.0,2.0,cross_attn,False,0.2,0.2,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,62,7,8,2,0.1899,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs2.0_hr2.0_sp0.3-0.1,20.0,2.0,cross_attn,False,0.3,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,56,13,8,2,0.2658,0.9747
v5,ringabell,layer1_cross_attn_hard_gs20.0_bs2.0_hr2.0_sp0.3-0.3,20.0,2.0,cross_attn,False,0.3,0.3,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,57,8,12,2,0.2532,0.9747
v5,ringabell,layer1_gradcam_hard_gs20.0_bs0.0_hr2.0_sp0.1-0.1,20.0,0.0,gradcam,False,0.1,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,62,11,4,2,0.1899,0.9747
v5,ringabell,layer1_gradcam_hard_gs20.0_bs0.0_hr2.0_sp0.2-0.2,20.0,0.0,gradcam,False,0.2,0.2,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,64,10,3,2,0.1646,0.9747
v5,ringabell,layer1_gradcam_hard_gs20.0_bs0.0_hr2.0_sp0.3-0.3,20.0,0.0,gradcam,False,0.3,0.3,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,62,9,6,2,0.1899,0.9747
v5,ringabell,layer1_gradcam_hard_gs20.0_bs1.0_hr2.0_sp0.1-0.1,20.0,1.0,gradcam,False,0.1,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,65,8,4,2,0.1519,0.9747
v5,ringabell,layer1_gradcam_hard_gs20.0_bs1.0_hr2.0_sp0.3-0.1,20.0,1.0,gradcam,False,0.3,0.1,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,60,12,5,2,0.2152,0.9747
v5,ringabell,layer1_none_hard_gs20.0_bs0.0_hr2.0_sp0.3-0.3,20.0,20.0,gradcam,False,0.5,0.5,dual,0.08,13,0.05,layer1,2.0,0.0,True,79,61,12,4,2,0.2025,0.9747
v5b,ringabell,layer1_cross_attn_hard_gs15.0_bs1.0_hr1.5_sp0.3-0.3_clip0.0_dual_mt0.08_cdf0.01_ms10,15.0,1.0,cross_attn,False,0.3,0.3,dual,0.08,10,0.01,layer1,1.5,0.0,True,79,51,16,10,2,0.3291,0.9747
