experiment,guidance_scale,harmful_scale,spatial_threshold,weight_start,weight_end,threshold_start,threshold_end,num_images,num_visualizations,not_relevant,safe,partial,full,total,safe_partial_ratio,full_not_relevant_ratio,safe_ratio,partial_ratio
gs8.0_hs1.5_st0.3_ws4.0-1.0_ts-0.5--2.5,8.0,1.5,0.3,4.0,1.0,-0.5,-2.5,50,50,11,8,25,6,50,0.66,0.34,0.16,0.5
gs10.0_hs1.5_st0.5_ws4.0-1.0_ts0.0--2.0,10.0,1.5,0.5,4.0,1.0,0.0,-2.0,50,50,6,9,24,11,50,0.66,0.34,0.18,0.48
gs8.0_hs1.5_st0.2_ws5.0-1.0_ts-0.5--2.5,8.0,1.5,0.2,5.0,1.0,-0.5,-2.5,50,50,13,6,27,4,50,0.66,0.34,0.12,0.54
gs8.0_hs1.5_st0.2_ws4.0-1.0_ts0.0--1.5,8.0,1.5,0.2,4.0,1.0,0.0,-1.5,50,50,4,9,24,13,50,0.66,0.34,0.18,0.48
gs8.0_hs1.25_st0.5_ws5.0-1.0_ts-0.5--2.5,8.0,1.25,0.5,5.0,1.0,-0.5,-2.5,50,50,13,10,23,4,50,0.66,0.34,0.2,0.46
gs12.0_hs1.0_st0.3_ws4.0-1.0_ts-0.5--2.5,12.0,1.0,0.3,4.0,1.0,-0.5,-2.5,50,50,15,8,25,2,50,0.66,0.34,0.16,0.5
gs10.0_hs1.25_st0.5_ws5.0-1.0_ts0.0--1.5,10.0,1.25,0.5,5.0,1.0,0.0,-1.5,50,50,5,10,23,12,50,0.66,0.34,0.2,0.46
gs12.0_hs1.0_st0.3_ws5.0-1.0_ts0.0--1.5,12.0,1.0,0.3,5.0,1.0,0.0,-1.5,50,50,5,9,24,12,50,0.66,0.34,0.18,0.48
gs7.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--1.5,7.0,1.25,0.2,8.0,1.0,0.0,-1.5,50,50,5,10,23,12,50,0.66,0.34,0.2,0.46
gs8.0_hs1.0_st0.2_ws3.0-0.5_ts0.0--1.5,8.0,1.0,0.2,3.0,0.5,0.0,-1.5,50,50,6,9,24,11,50,0.66,0.34,0.18,0.48
gs7.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.2,8.0,1.0,0.0,-1.5,50,50,7,9,24,10,50,0.66,0.34,0.18,0.48
gs12.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.2,8.0,1.0,0.0,-2.0,50,50,12,5,28,5,50,0.66,0.34,0.1,0.56
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.3,8.0,1.0,0.0,-1.5,50,50,12,8,25,5,50,0.66,0.34,0.16,0.5
gs7.0_hs1.5_st0.3_ws5.0-1.0_ts-0.5--2.5,7.0,1.5,0.3,5.0,1.0,-0.5,-2.5,50,50,15,8,25,2,50,0.66,0.34,0.16,0.5
gs10.0_hs1.25_st0.5_ws3.0-0.5_ts0.0--1.5,10.0,1.25,0.5,3.0,0.5,0.0,-1.5,50,50,4,10,23,13,50,0.66,0.34,0.2,0.46
gs12.0_hs1.5_st0.4_ws4.0-1.0_ts0.0--1.5,12.0,1.5,0.4,4.0,1.0,0.0,-1.5,50,50,6,9,24,11,50,0.66,0.34,0.18,0.48
gs7.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--1.5,7.0,1.25,0.5,8.0,1.0,0.0,-1.5,50,50,6,10,23,11,50,0.66,0.34,0.2,0.46
gs10.0_hs1.25_st0.4_ws5.0-1.0_ts0.0--2.0,10.0,1.25,0.4,5.0,1.0,0.0,-2.0,50,50,6,12,21,11,50,0.66,0.34,0.24,0.42
gs7.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--1.5,7.0,1.25,0.4,8.0,1.0,0.0,-1.5,50,50,6,9,24,11,50,0.66,0.34,0.18,0.48
gs7.0_hs1.25_st0.4_ws5.0-1.0_ts0.0--1.5,7.0,1.25,0.4,5.0,1.0,0.0,-1.5,50,50,5,11,22,12,50,0.66,0.34,0.22,0.44
gs7.0_hs1.5_st0.3_ws3.0-0.5_ts0.0--1.5,7.0,1.5,0.3,3.0,0.5,0.0,-1.5,50,50,4,9,24,13,50,0.66,0.34,0.18,0.48
gs10.0_hs1.0_st0.4_ws3.0-0.5_ts0.0--1.5,10.0,1.0,0.4,3.0,0.5,0.0,-1.5,50,50,3,11,21,15,50,0.64,0.36,0.22,0.42
gs7.0_hs1.5_st0.4_ws3.0-0.5_ts0.0--1.5,7.0,1.5,0.4,3.0,0.5,0.0,-1.5,50,50,6,9,23,12,50,0.64,0.36,0.18,0.46
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.0,0.4,8.0,1.0,0.0,-1.5,50,50,10,6,26,8,50,0.64,0.36,0.12,0.52
gs8.0_hs1.25_st0.2_ws3.0-0.5_ts0.0--1.5,8.0,1.25,0.2,3.0,0.5,0.0,-1.5,50,50,5,10,22,13,50,0.64,0.36,0.2,0.44
gs7.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.4,8.0,1.0,0.0,-1.5,50,50,7,8,24,11,50,0.64,0.36,0.16,0.48
gs8.0_hs1.25_st0.3_ws3.0-0.5_ts0.0--1.5,8.0,1.25,0.3,3.0,0.5,0.0,-1.5,50,50,6,11,21,12,50,0.64,0.36,0.22,0.42
gs10.0_hs1.25_st0.3_ws3.0-0.5_ts0.0--1.5,10.0,1.25,0.3,3.0,0.5,0.0,-1.5,50,50,4,9,23,14,50,0.64,0.36,0.18,0.46
gs8.0_hs1.25_st0.3_ws5.0-1.0_ts-0.5--2.5,8.0,1.25,0.3,5.0,1.0,-0.5,-2.5,50,50,15,8,24,3,50,0.64,0.36,0.16,0.48
gs7.0_hs1.5_st0.5_ws5.0-1.0_ts-0.5--2.5,7.0,1.5,0.5,5.0,1.0,-0.5,-2.5,50,50,15,9,23,3,50,0.64,0.36,0.18,0.46
gs8.0_hs1.25_st0.5_ws3.0-0.5_ts0.0--1.5,8.0,1.25,0.5,3.0,0.5,0.0,-1.5,50,50,5,10,22,13,50,0.64,0.36,0.2,0.44
gs8.0_hs1.25_st0.4_ws5.0-1.0_ts-0.5--2.5,8.0,1.25,0.4,5.0,1.0,-0.5,-2.5,50,50,14,7,25,4,50,0.64,0.36,0.14,0.5
gs12.0_hs1.5_st0.4_ws3.0-0.5_ts-0.5--2.5,12.0,1.5,0.4,3.0,0.5,-0.5,-2.5,50,50,15,11,21,3,50,0.64,0.36,0.22,0.42
gs12.0_hs1.5_st0.5_ws3.0-0.5_ts-0.5--2.5,12.0,1.5,0.5,3.0,0.5,-0.5,-2.5,50,50,14,10,22,4,50,0.64,0.36,0.2,0.44
gs12.0_hs1.5_st0.5_ws3.0-0.5_ts0.0--1.5,12.0,1.5,0.5,3.0,0.5,0.0,-1.5,50,50,5,12,20,13,50,0.64,0.36,0.24,0.4
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--1.5,12.0,1.0,0.2,8.0,1.0,0.0,-1.5,50,50,10,7,25,8,50,0.64,0.36,0.14,0.5
gs10.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--2.0,10.0,1.5,0.5,8.0,1.0,0.0,-2.0,50,50,7,7,25,11,50,0.64,0.36,0.14,0.5
gs7.0_hs1.5_st0.2_ws5.0-1.0_ts-0.5--2.5,7.0,1.5,0.2,5.0,1.0,-0.5,-2.5,50,50,16,7,25,2,50,0.64,0.36,0.14,0.5
gs8.0_hs1.5_st0.3_ws3.0-0.5_ts0.0--1.5,8.0,1.5,0.3,3.0,0.5,0.0,-1.5,50,50,4,12,20,14,50,0.64,0.36,0.24,0.4
gs10.0_hs1.5_st0.5_ws4.0-1.0_ts-0.5--2.5,10.0,1.5,0.5,4.0,1.0,-0.5,-2.5,50,50,14,6,26,4,50,0.64,0.36,0.12,0.52
gs7.0_hs1.5_st0.2_ws3.0-0.5_ts0.0--1.5,7.0,1.5,0.2,3.0,0.5,0.0,-1.5,50,50,4,9,23,14,50,0.64,0.36,0.18,0.46
gs10.0_hs1.5_st0.2_ws3.0-0.5_ts0.0--1.5,10.0,1.5,0.2,3.0,0.5,0.0,-1.5,50,50,5,10,22,13,50,0.64,0.36,0.2,0.44
gs10.0_hs1.5_st0.3_ws4.0-1.0_ts-0.5--2.5,10.0,1.5,0.3,4.0,1.0,-0.5,-2.5,50,50,14,6,26,4,50,0.64,0.36,0.12,0.52
gs8.0_hs1.5_st0.5_ws3.0-0.5_ts0.0--1.5,8.0,1.5,0.5,3.0,0.5,0.0,-1.5,50,50,4,12,20,14,50,0.64,0.36,0.24,0.4
gs7.0_hs1.0_st0.5_ws5.0-1.0_ts0.0--1.5,7.0,1.0,0.5,5.0,1.0,0.0,-1.5,50,50,4,11,21,14,50,0.64,0.36,0.22,0.42
gs12.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.3,8.0,1.0,0.0,-1.5,50,50,12,8,24,6,50,0.64,0.36,0.16,0.48
gs7.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.3,8.0,1.0,0.0,-1.5,50,50,7,10,22,11,50,0.64,0.36,0.2,0.44
gs7.0_hs1.5_st0.4_ws5.0-1.0_ts-0.5--2.5,7.0,1.5,0.4,5.0,1.0,-0.5,-2.5,50,50,16,9,23,2,50,0.64,0.36,0.18,0.46
gs7.0_hs1.25_st0.4_ws3.0-0.5_ts0.0--1.5,7.0,1.25,0.4,3.0,0.5,0.0,-1.5,50,50,4,10,22,14,50,0.64,0.36,0.2,0.44
gs7.0_hs1.5_st0.5_ws3.0-0.5_ts0.0--1.5,7.0,1.5,0.5,3.0,0.5,0.0,-1.5,50,50,5,9,23,13,50,0.64,0.36,0.18,0.46
gs7.0_hs1.0_st0.4_ws3.0-0.5_ts0.0--2.0,7.0,1.0,0.4,3.0,0.5,0.0,-2.0,50,50,3,12,20,15,50,0.64,0.36,0.24,0.4
gs7.0_hs1.0_st0.5_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.5,8.0,1.0,0.0,-1.5,50,50,7,8,24,11,50,0.64,0.36,0.16,0.48
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.2,8.0,1.0,0.0,-1.5,50,50,13,8,23,6,50,0.62,0.38,0.16,0.46
gs12.0_hs1.0_st0.5_ws4.0-1.0_ts-0.5--2.5,12.0,1.0,0.5,4.0,1.0,-0.5,-2.5,50,50,16,10,21,3,50,0.62,0.38,0.2,0.42
gs8.0_hs1.25_st0.2_ws5.0-1.0_ts-0.5--2.5,8.0,1.25,0.2,5.0,1.0,-0.5,-2.5,50,50,14,7,24,5,50,0.62,0.38,0.14,0.48
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.5,8.0,1.0,0.0,-1.5,50,50,12,8,23,7,50,0.62,0.38,0.16,0.46
gs8.0_hs1.5_st0.4_ws3.0-0.5_ts0.0--1.5,8.0,1.5,0.4,3.0,0.5,0.0,-1.5,50,50,6,11,20,13,50,0.62,0.38,0.22,0.4
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.4,8.0,1.0,0.0,-1.5,50,50,12,8,23,7,50,0.62,0.38,0.16,0.46
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.5,8.0,1.0,0.0,-2.0,50,50,12,5,26,7,50,0.62,0.38,0.1,0.52
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.5,8.0,1.0,0.0,-2.0,50,50,13,6,25,6,50,0.62,0.38,0.12,0.5
gs7.0_hs1.0_st0.4_ws3.0-0.5_ts0.0--1.5,7.0,1.0,0.4,3.0,0.5,0.0,-1.5,50,50,4,10,21,15,50,0.62,0.38,0.2,0.42
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.4,8.0,1.0,0.0,-2.0,50,50,13,5,26,6,50,0.62,0.38,0.1,0.52
gs7.0_hs1.0_st0.2_ws3.0-0.5_ts0.0--1.5,7.0,1.0,0.2,3.0,0.5,0.0,-1.5,50,50,4,11,20,15,50,0.62,0.38,0.22,0.4
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.3,8.0,1.0,0.0,-2.0,50,50,12,6,25,7,50,0.62,0.38,0.12,0.5
gs7.0_hs1.0_st0.3_ws3.0-0.5_ts0.0--1.5,7.0,1.0,0.3,3.0,0.5,0.0,-1.5,50,50,4,11,20,15,50,0.62,0.38,0.22,0.4
gs8.0_hs1.25_st0.4_ws3.0-0.5_ts0.0--1.5,8.0,1.25,0.4,3.0,0.5,0.0,-1.5,50,50,5,10,21,14,50,0.62,0.38,0.2,0.42
gs8.0_hs1.5_st0.5_ws4.0-1.0_ts0.0--1.5,8.0,1.5,0.5,4.0,1.0,0.0,-1.5,50,50,4,11,20,15,50,0.62,0.38,0.22,0.4
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.2,8.0,1.0,0.0,-2.0,50,50,12,5,26,7,50,0.62,0.38,0.1,0.52
gs8.0_hs1.5_st0.2_ws3.0-0.5_ts0.0--1.5,8.0,1.5,0.2,3.0,0.5,0.0,-1.5,50,50,5,12,19,14,50,0.62,0.38,0.24,0.38
gs10.0_hs1.25_st0.4_ws4.0-1.0_ts-0.5--2.5,10.0,1.25,0.4,4.0,1.0,-0.5,-2.5,50,50,14,7,24,5,50,0.62,0.38,0.14,0.48
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.5,8.0,1.0,0.0,-1.5,50,50,11,8,23,8,50,0.62,0.38,0.16,0.46
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.4,8.0,1.0,0.0,-1.5,50,50,14,7,24,5,50,0.62,0.38,0.14,0.48
gs10.0_hs1.25_st0.3_ws4.0-1.0_ts-0.5--2.5,10.0,1.25,0.3,4.0,1.0,-0.5,-2.5,50,50,15,8,22,5,50,0.6,0.4,0.16,0.44
gs10.0_hs1.25_st0.2_ws4.0-1.0_ts-0.5--2.5,10.0,1.25,0.2,4.0,1.0,-0.5,-2.5,50,50,15,8,22,5,50,0.6,0.4,0.16,0.44
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.4,8.0,1.0,0.0,-2.0,50,50,12,5,25,8,50,0.6,0.4,0.1,0.5
gs12.0_hs1.5_st0.4_ws4.0-1.0_ts-0.5--2.5,12.0,1.5,0.4,4.0,1.0,-0.5,-2.5,50,50,18,6,24,2,50,0.6,0.4,0.12,0.48
gs12.0_hs1.5_st0.3_ws4.0-1.0_ts-0.5--2.5,12.0,1.5,0.3,4.0,1.0,-0.5,-2.5,50,50,19,6,23,2,50,0.58,0.42,0.12,0.46
gs12.0_hs1.0_st0.5_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.5,8.0,1.0,0.0,-2.0,50,50,13,4,25,8,50,0.58,0.42,0.08,0.5
gs12.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.3,8.0,1.0,0.0,-2.0,50,50,13,4,25,8,50,0.58,0.42,0.08,0.5
gs7.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,19,5,24,2,50,0.58,0.42,0.1,0.48
gs12.0_hs1.5_st0.5_ws4.0-1.0_ts-0.5--2.5,12.0,1.5,0.5,4.0,1.0,-0.5,-2.5,50,50,19,6,23,2,50,0.58,0.42,0.12,0.46
gs12.0_hs1.0_st0.4_ws4.0-1.0_ts-0.5--2.5,12.0,1.0,0.4,4.0,1.0,-0.5,-2.5,50,50,16,8,21,5,50,0.58,0.42,0.16,0.42
gs12.0_hs1.0_st0.2_ws4.0-1.0_ts-0.5--2.5,12.0,1.0,0.2,4.0,1.0,-0.5,-2.5,50,50,18,7,22,3,50,0.58,0.42,0.14,0.44
gs10.0_hs1.25_st0.5_ws4.0-1.0_ts-0.5--2.5,10.0,1.25,0.5,4.0,1.0,-0.5,-2.5,50,50,15,6,23,6,50,0.58,0.42,0.12,0.46
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.2,8.0,1.0,0.0,-2.0,50,50,13,4,24,9,50,0.56,0.44,0.08,0.48
gs12.0_hs1.25_st0.4_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,4.0,1.0,-0.5,-2.5,50,50,19,7,21,3,50,0.56,0.44,0.14,0.42
gs10.0_hs1.5_st0.2_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.2,5.0,1.0,-0.5,-2.5,50,50,19,6,22,3,50,0.56,0.44,0.12,0.44
gs12.0_hs1.25_st0.3_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,4.0,1.0,-0.5,-2.5,50,50,19,7,21,3,50,0.56,0.44,0.14,0.42
gs12.0_hs1.5_st0.2_ws4.0-1.0_ts-0.5--2.5,12.0,1.5,0.2,4.0,1.0,-0.5,-2.5,50,50,20,5,23,2,50,0.56,0.44,0.1,0.46
gs12.0_hs1.25_st0.5_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,4.0,1.0,-0.5,-2.5,50,50,19,8,20,3,50,0.56,0.44,0.16,0.4
gs12.0_hs1.25_st0.2_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,4.0,1.0,-0.5,-2.5,50,50,19,7,21,3,50,0.56,0.44,0.14,0.42
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.4,8.0,1.0,0.0,-2.0,50,50,13,4,24,9,50,0.56,0.44,0.08,0.48
gs7.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,19,6,21,4,50,0.54,0.46,0.12,0.42
gs7.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,21,4,23,2,50,0.54,0.46,0.08,0.46
gs10.0_hs1.5_st0.5_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.5,5.0,1.0,-0.5,-2.5,50,50,20,6,21,3,50,0.54,0.46,0.12,0.42
gs10.0_hs1.0_st0.5_ws5.0-1.0_ts-0.5--2.5,10.0,1.0,0.5,5.0,1.0,-0.5,-2.5,50,50,17,7,20,6,50,0.54,0.46,0.14,0.4
gs10.0_hs1.5_st0.4_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.4,5.0,1.0,-0.5,-2.5,50,50,20,6,21,3,50,0.54,0.46,0.12,0.42
gs10.0_hs1.25_st0.3_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.3,5.0,1.0,-0.5,-2.5,50,50,21,4,22,3,50,0.52,0.48,0.08,0.44
gs10.0_hs1.5_st0.3_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.3,5.0,1.0,-0.5,-2.5,50,50,20,5,21,4,50,0.52,0.48,0.1,0.42
gs10.0_hs1.25_st0.4_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.4,5.0,1.0,-0.5,-2.5,50,50,21,4,22,3,50,0.52,0.48,0.08,0.44
gs10.0_hs1.25_st0.2_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.2,5.0,1.0,-0.5,-2.5,50,50,21,4,22,3,50,0.52,0.48,0.08,0.44
gs10.0_hs1.0_st0.4_ws5.0-1.0_ts-0.5--2.5,10.0,1.0,0.4,5.0,1.0,-0.5,-2.5,50,50,20,7,19,4,50,0.52,0.48,0.14,0.38
gs10.0_hs1.0_st0.3_ws5.0-1.0_ts-0.5--2.5,10.0,1.0,0.3,5.0,1.0,-0.5,-2.5,50,50,19,7,19,5,50,0.52,0.48,0.14,0.38
gs10.0_hs1.25_st0.5_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.5,5.0,1.0,-0.5,-2.5,50,50,22,3,22,3,50,0.5,0.5,0.06,0.44
gs7.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,21,4,21,4,50,0.5,0.5,0.08,0.42
gs10.0_hs1.0_st0.2_ws5.0-1.0_ts-0.5--2.5,10.0,1.0,0.2,5.0,1.0,-0.5,-2.5,50,50,19,7,18,6,50,0.5,0.5,0.14,0.36
gs7.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,22,5,20,3,50,0.5,0.5,0.1,0.4
gs7.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,22,4,20,4,50,0.48,0.52,0.08,0.4
gs7.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,21,8,16,5,50,0.48,0.52,0.16,0.32
gs8.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,25,6,18,1,50,0.48,0.52,0.12,0.36
gs7.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,22,5,18,5,50,0.46,0.54,0.1,0.36
gs8.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,26,4,19,1,50,0.46,0.54,0.08,0.38
gs12.0_hs1.0_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.3,5.0,1.0,-0.5,-2.5,50,50,24,4,19,3,50,0.46,0.54,0.08,0.38
gs8.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,26,5,18,1,50,0.46,0.54,0.1,0.36
gs8.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,27,5,17,1,50,0.44,0.56,0.1,0.34
gs12.0_hs1.0_st0.5_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.5,5.0,1.0,-0.5,-2.5,50,50,25,4,18,3,50,0.44,0.56,0.08,0.36
gs7.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,26,4,18,2,50,0.44,0.56,0.08,0.36
gs12.0_hs1.25_st0.5_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,5.0,1.0,-0.5,-2.5,50,50,27,4,17,2,50,0.42,0.58,0.08,0.34
gs12.0_hs1.0_st0.4_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.4,5.0,1.0,-0.5,-2.5,50,50,26,3,18,3,50,0.42,0.58,0.06,0.36
gs12.0_hs1.0_st0.2_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.2,5.0,1.0,-0.5,-2.5,50,50,26,4,17,3,50,0.42,0.58,0.08,0.34
gs7.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,27,4,17,2,50,0.42,0.58,0.08,0.34
gs7.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,27,4,17,2,50,0.42,0.58,0.08,0.34
gs12.0_hs1.25_st0.2_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,5.0,1.0,-0.5,-2.5,50,50,27,6,15,2,50,0.42,0.58,0.12,0.3
gs12.0_hs1.25_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,5.0,1.0,-0.5,-2.5,50,50,27,5,16,2,50,0.42,0.58,0.1,0.32
gs12.0_hs1.25_st0.4_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,5.0,1.0,-0.5,-2.5,50,50,27,6,15,2,50,0.42,0.58,0.12,0.3
gs7.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,26,4,16,4,50,0.4,0.6,0.08,0.32
gs8.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,27,4,16,3,50,0.4,0.6,0.08,0.32
gs8.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,27,4,16,3,50,0.4,0.6,0.08,0.32
gs8.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,27,4,16,3,50,0.4,0.6,0.08,0.32
gs8.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,27,4,16,3,50,0.4,0.6,0.08,0.32
gs12.0_hs1.5_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.5,0.3,5.0,1.0,-0.5,-2.5,50,50,30,5,13,2,50,0.36,0.64,0.1,0.26
gs12.0_hs1.5_st0.5_ws5.0-1.0_ts-0.5--2.5,12.0,1.5,0.5,5.0,1.0,-0.5,-2.5,50,50,30,5,12,3,50,0.34,0.66,0.1,0.24
gs8.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,31,3,13,3,50,0.32,0.68,0.06,0.26
gs12.0_hs1.5_st0.4_ws5.0-1.0_ts-0.5--2.5,12.0,1.5,0.4,5.0,1.0,-0.5,-2.5,50,50,31,5,11,3,50,0.32,0.68,0.1,0.22
gs8.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,31,3,13,3,50,0.32,0.68,0.06,0.26
gs12.0_hs1.5_st0.2_ws5.0-1.0_ts-0.5--2.5,12.0,1.5,0.2,5.0,1.0,-0.5,-2.5,50,50,31,5,11,3,50,0.32,0.68,0.1,0.22
gs8.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,32,3,12,3,50,0.3,0.7,0.06,0.24
gs8.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,33,3,12,2,50,0.3,0.7,0.06,0.24
gs10.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,35,5,9,1,50,0.28,0.72,0.1,0.18
gs10.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,37,3,10,0,50,0.26,0.74,0.06,0.2
gs10.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,36,3,10,1,50,0.26,0.74,0.06,0.2
gs10.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,37,4,9,0,50,0.26,0.74,0.08,0.18
