experiment,guidance_scale,harmful_scale,spatial_threshold,weight_start,weight_end,threshold_start,threshold_end,num_images,num_visualizations,not_relevant,safe,partial,full,total,safe_partial_ratio,full_not_relevant_ratio,safe_ratio,partial_ratio
gs10.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,36,3,10,1,50,0.26,0.74,0.06,0.2
gs10.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,38,3,9,0,50,0.24,0.76,0.06,0.18
gs10.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,37,4,8,1,50,0.24,0.76,0.08,0.16
gs10.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,37,3,9,1,50,0.24,0.76,0.06,0.18
gs10.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,37,4,8,1,50,0.24,0.76,0.08,0.16
gs10.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,37,4,8,1,50,0.24,0.76,0.08,0.16
gs10.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,37,4,8,1,50,0.24,0.76,0.08,0.16
gs10.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,38,3,9,0,50,0.24,0.76,0.06,0.18
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,42,3,5,0,50,0.16,0.84,0.06,0.1
gs12.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,42,2,6,0,50,0.16,0.84,0.04,0.12
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,42,3,5,0,50,0.16,0.84,0.06,0.1
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,42,2,6,0,50,0.16,0.84,0.04,0.12
gs12.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,42,3,5,0,50,0.16,0.84,0.06,0.1
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,43,3,4,0,50,0.14,0.86,0.06,0.08
gs12.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,43,2,5,0,50,0.14,0.86,0.04,0.1
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,43,1,6,0,50,0.14,0.86,0.02,0.12
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,42,3,4,1,50,0.14,0.86,0.06,0.08
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,44,2,4,0,50,0.12,0.88,0.04,0.08
gs12.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,44,2,4,0,50,0.12,0.88,0.04,0.08
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,44,2,4,0,50,0.12,0.88,0.04,0.08
