version,dataset,exp_name,guidance_scale,base_guidance_scale,spatial_mode,sp_start,sp_end,monitoring_mode,mon_threshold,mon_start_step,total,NotRel,Safe,Partial,Full,sr,sr_full
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs3.0_sp0.2-0.4_ms10,20.0,3.0,gradcam,0.2,0.4,z0_sticky,0.03,10,79,3,26,34,16,0.7595,0.7975
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs10.0_bs2.0_sp0.3-0.5_ms0,10.0,2.0,gradcam,0.3,0.5,z0_sticky,0.06,0,79,2,25,36,16,0.7722,0.7975
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs10.0_bs3.0_sp0.3-0.5_ms0,10.0,3.0,gradcam,0.3,0.5,z0_sticky,0.06,0,79,2,26,35,16,0.7722,0.7975
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs2.0_sp0.3-0.5_ms0,20.0,2.0,gradcam,0.3,0.5,z0_sticky,0.06,0,79,6,29,28,16,0.7215,0.7975
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs3.0_sp0.2-0.4_ms10,20.0,3.0,gradcam,0.2,0.4,z0_sticky,0.06,10,79,6,23,34,16,0.7215,0.7975
unified_v1,ringabell,gradcam_gradcam_mon0.05_gs12.5_bs1.0_sp0.3-0.5,12.5,1.0,gradcam,0.3,0.5,gradcam,0.05,0,79,5,27,30,17,0.7215,0.7848
unified_v1,ringabell,gradcam_gradcam_mon0.1_gs12.5_bs1.0_sp0.1-0.4,12.5,1.0,gradcam,0.1,0.4,gradcam,0.1,0,79,4,26,32,17,0.7342,0.7848
unified_v1,ringabell,z0_sticky_gradcam_mon0.03_gs12.5_bs1.0_sp0.2-0.4,12.5,1.0,gradcam,0.2,0.4,z0_sticky,0.03,0,79,2,28,32,17,0.7595,0.7848
unified_v2,ringabell,gradcam_attention_mt0.1_gs10.0_bs0.0_sp0.2-0.3_ms10,10.0,0.0,attention,0.2,0.3,gradcam,0.1,10,79,4,29,29,17,0.7342,0.7848
unified_v2,ringabell,gradcam_attention_mt0.1_gs10.0_bs2.0_sp0.3-0.5_ms10,10.0,2.0,attention,0.3,0.5,gradcam,0.1,10,79,3,29,30,17,0.7468,0.7848
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs2.0_sp0.2-0.4_ms0,20.0,2.0,gradcam,0.2,0.4,gradcam,0.15,0,79,5,26,31,17,0.7215,0.7848
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs10.0_bs3.0_sp0.3-0.5_ms0,10.0,3.0,gradcam,0.3,0.5,gradcam,0.1,0,79,4,28,30,17,0.7342,0.7848
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs0.0_sp0.3-0.5_ms0,20.0,0.0,gradcam,0.3,0.5,gradcam,0.1,0,79,9,27,26,17,0.6709,0.7848
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs10.0_bs2.0_sp0.2-0.4_ms0,10.0,2.0,gradcam,0.2,0.4,z0_sticky,0.06,0,79,3,27,32,17,0.7468,0.7848
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs17.5_bs1.0_sp0.2-0.4,17.5,1.0,gradcam,0.2,0.4,gradcam,0.15,0,79,4,31,26,18,0.7215,0.7722
unified_v1,ringabell,z0_gradcam_mon0.01_gs12.5_bs1.0_sp0.1-0.3,12.5,1.0,gradcam,0.1,0.3,z0,0.01,0,79,3,27,31,18,0.7342,0.7722
unified_v1,ringabell,z0_gradcam_mon0.03_gs17.5_bs1.0_sp0.1-0.4,17.5,1.0,gradcam,0.1,0.4,z0,0.03,0,79,4,28,29,18,0.7215,0.7722
unified_v2,ringabell,gradcam_attention_mt0.15_gs10.0_bs0.0_sp0.2-0.3_ms10,10.0,0.0,attention,0.2,0.3,gradcam,0.15,10,79,0,30,31,18,0.7722,0.7722
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs20.0_bs0.0_sp0.3-0.5_ms0,20.0,0.0,gradcam,0.3,0.5,gradcam,0.05,0,79,11,25,25,18,0.6329,0.7722
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs10.0_bs2.0_sp0.3-0.5_ms0,10.0,2.0,gradcam,0.3,0.5,gradcam,0.1,0,79,2,25,34,18,0.7468,0.7722
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,gradcam,0.1,10,79,7,23,31,18,0.6835,0.7722
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs0.0_sp0.3-0.5_ms0,20.0,0.0,gradcam,0.3,0.5,z0_sticky,0.03,0,79,5,25,31,18,0.7089,0.7722
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs10.0_bs0.0_sp0.2-0.4_ms0,10.0,0.0,gradcam,0.2,0.4,z0_sticky,0.06,0,79,4,26,31,18,0.7215,0.7722
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs15_bs1.0_sp0.1-0.4,15.0,1.0,gradcam,0.1,0.4,gradcam,0.15,0,79,5,23,32,19,0.6962,0.7595
unified_v1,ringabell,gradcam_gradcam_mon0.1_gs12.5_bs1.0_sp0.2-0.4,12.5,1.0,gradcam,0.2,0.4,gradcam,0.1,0,79,4,28,28,19,0.7089,0.7595
unified_v1,ringabell,z0_gradcam_mon0.01_gs15_bs1.0_sp0.1-0.3,15.0,1.0,gradcam,0.1,0.3,z0,0.01,0,79,1,33,26,19,0.7468,0.7595
unified_v1,ringabell,z0_gradcam_mon0.01_gs15_bs1.0_sp0.1-0.4,15.0,1.0,gradcam,0.1,0.4,z0,0.01,0,79,2,30,28,19,0.7342,0.7595
unified_v1,ringabell,z0_gradcam_mon0.01_gs17.5_bs1.0_sp0.1-0.4,17.5,1.0,gradcam,0.1,0.4,z0,0.01,0,79,6,30,24,19,0.6835,0.7595
unified_v1,ringabell,z0_gradcam_mon0.03_gs17.5_bs1.0_sp0.1-0.3,17.5,1.0,gradcam,0.1,0.3,z0,0.03,0,79,2,32,26,19,0.7342,0.7595
unified_v1,ringabell,z0_gradcam_mon0.03_gs17.5_bs1.0_sp0.2-0.4,17.5,1.0,gradcam,0.2,0.4,z0,0.03,0,79,1,27,32,19,0.7468,0.7595
unified_v1,ringabell,z0_sticky_attention_gradcam_mon0.06_gs15_bs1.0_sp0.2-0.3,15.0,1.0,attention_gradcam,0.2,0.3,z0_sticky,0.06,0,79,5,22,33,19,0.6962,0.7595
unified_v2,ringabell,gradcam_attention_mt0.15_gs10.0_bs2.0_sp0.2-0.3_ms10,10.0,2.0,attention,0.2,0.3,gradcam,0.15,10,79,1,27,32,19,0.7468,0.7595
unified_v2,ringabell,gradcam_attention_mt0.15_gs10.0_bs2.0_sp0.3-0.5_ms10,10.0,2.0,attention,0.3,0.5,gradcam,0.15,10,79,0,32,28,19,0.7595,0.7595
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs0.0_sp0.2-0.4_ms0,20.0,0.0,gradcam,0.2,0.4,gradcam,0.15,0,79,8,25,27,19,0.6582,0.7595
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs0.0_sp0.2-0.4_ms0,10.0,0.0,gradcam,0.2,0.4,z0_sticky,0.03,0,79,3,24,33,19,0.7215,0.7595
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs3.0_sp0.2-0.4_ms0,10.0,3.0,gradcam,0.2,0.4,z0_sticky,0.03,0,79,4,29,27,19,0.7089,0.7595
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,z0_sticky,0.03,10,79,2,25,33,19,0.7342,0.7595
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs0.0_sp0.3-0.5_ms0,20.0,0.0,gradcam,0.3,0.5,z0_sticky,0.06,0,79,6,21,33,19,0.6835,0.7595
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs12.5_bs1.0_sp0.1-0.4,12.5,1.0,gradcam,0.1,0.4,gradcam,0.15,0,79,2,28,29,20,0.7215,0.7468
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs12.5_bs1.0_sp0.2-0.4,12.5,1.0,gradcam,0.2,0.4,gradcam,0.15,0,79,4,24,31,20,0.6962,0.7468
unified_v1,ringabell,z0_gradcam_mon0.01_gs12.5_bs1.0_sp0.1-0.4,12.5,1.0,gradcam,0.1,0.4,z0,0.01,0,79,4,26,29,20,0.6962,0.7468
unified_v1,ringabell,z0_gradcam_mon0.01_gs17.5_bs1.0_sp0.3-0.5,17.5,1.0,gradcam,0.3,0.5,z0,0.01,0,79,2,28,29,20,0.7215,0.7468
unified_v1,ringabell,z0_gradcam_mon0.03_gs15_bs1.0_sp0.1-0.4,15.0,1.0,gradcam,0.1,0.4,z0,0.03,0,79,3,25,31,20,0.7089,0.7468
unified_v1,ringabell,z0_gradcam_mon0.06_gs17.5_bs1.0_sp0.1-0.3,17.5,1.0,gradcam,0.1,0.3,z0,0.06,0,79,5,29,25,20,0.6835,0.7468
unified_v1,ringabell,z0_gradcam_mon0.06_gs17.5_bs1.0_sp0.1-0.4,17.5,1.0,gradcam,0.1,0.4,z0,0.06,0,79,4,32,23,20,0.6962,0.7468
unified_v1,ringabell,z0_sticky_attention_gradcam_mon0.03_gs15_bs1.0_sp0.3-0.5,15.0,1.0,attention_gradcam,0.3,0.5,z0_sticky,0.03,0,79,1,27,31,20,0.7342,0.7468
unified_v1,ringabell,z0_sticky_gradcam_mon0.03_gs12.5_bs1.0_sp0.3-0.5,12.5,1.0,gradcam,0.3,0.5,z0_sticky,0.03,0,79,4,24,31,20,0.6962,0.7468
unified_v2,ringabell,gradcam_attention_mt0.15_gs10.0_bs3.0_sp0.2-0.3_ms10,10.0,3.0,attention,0.2,0.3,gradcam,0.15,10,79,0,30,29,20,0.7468,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs10.0_bs0.0_sp0.2-0.4_ms0,10.0,0.0,gradcam,0.2,0.4,gradcam,0.05,0,79,3,25,31,20,0.7089,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs2.0_sp0.3-0.5_ms0,20.0,2.0,gradcam,0.3,0.5,gradcam,0.15,0,79,4,25,30,20,0.6962,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs3.0_sp0.2-0.4_ms0,20.0,3.0,gradcam,0.2,0.4,gradcam,0.15,0,79,7,26,26,20,0.6582,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs3.0_sp0.3-0.5_ms0,20.0,3.0,gradcam,0.3,0.5,gradcam,0.15,0,79,7,25,27,20,0.6582,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs10.0_bs2.0_sp0.2-0.4_ms0,10.0,2.0,gradcam,0.2,0.4,gradcam,0.1,0,79,3,27,29,20,0.7089,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs10.0_bs3.0_sp0.2-0.4_ms0,10.0,3.0,gradcam,0.2,0.4,gradcam,0.1,0,79,4,24,31,20,0.6962,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,gradcam,0.1,10,79,8,19,32,20,0.6456,0.7468
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs3.0_sp0.2-0.4_ms10,20.0,3.0,gradcam,0.2,0.4,gradcam,0.1,10,79,6,25,28,20,0.6709,0.7468
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs0.0_sp0.2-0.4_ms0,20.0,0.0,gradcam,0.2,0.4,z0,0.01,0,79,2,22,35,20,0.7215,0.7468
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs2.0_sp0.2-0.4_ms0,20.0,2.0,gradcam,0.2,0.4,z0,0.01,0,79,5,27,27,20,0.6835,0.7468
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs3.0_sp0.2-0.4_ms0,20.0,3.0,gradcam,0.2,0.4,z0,0.01,0,79,3,28,28,20,0.7089,0.7468
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs15_bs1.0_sp0.2-0.4,15.0,1.0,gradcam,0.2,0.4,gradcam,0.15,0,79,6,27,25,21,0.6582,0.7342
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs17.5_bs1.0_sp0.1-0.4,17.5,1.0,gradcam,0.1,0.4,gradcam,0.15,0,79,7,27,24,21,0.6456,0.7342
unified_v1,ringabell,z0_gradcam_mon0.01_gs15_bs1.0_sp0.3-0.5,15.0,1.0,gradcam,0.3,0.5,z0,0.01,0,79,4,25,29,21,0.6835,0.7342
unified_v1,ringabell,z0_gradcam_mon0.01_gs17.5_bs1.0_sp0.2-0.4,17.5,1.0,gradcam,0.2,0.4,z0,0.01,0,79,2,30,26,21,0.7089,0.7342
unified_v1,ringabell,z0_gradcam_mon0.03_gs12.5_bs1.0_sp0.1-0.3,12.5,1.0,gradcam,0.1,0.3,z0,0.03,0,79,2,24,32,21,0.7089,0.7342
unified_v1,ringabell,z0_gradcam_mon0.03_gs15_bs1.0_sp0.1-0.3,15.0,1.0,gradcam,0.1,0.3,z0,0.03,0,79,2,29,27,21,0.7089,0.7342
unified_v1,ringabell,z0_gradcam_mon0.03_gs17.5_bs1.0_sp0.3-0.5,17.5,1.0,gradcam,0.3,0.5,z0,0.03,0,79,1,20,37,21,0.7215,0.7342
unified_v1,ringabell,z0_gradcam_mon0.06_gs17.5_bs1.0_sp0.2-0.4,17.5,1.0,gradcam,0.2,0.4,z0,0.06,0,79,2,26,30,21,0.7089,0.7342
unified_v1,ringabell,z0_sticky_gradcam_mon0.06_gs12.5_bs1.0_sp0.3-0.5,12.5,1.0,gradcam,0.3,0.5,z0_sticky,0.06,0,79,3,26,29,21,0.6962,0.7342
unified_v2,ringabell,gradcam_attention_mt0.15_gs10.0_bs3.0_sp0.3-0.5_ms10,10.0,3.0,attention,0.3,0.5,gradcam,0.15,10,79,0,32,26,21,0.7342,0.7342
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,gradcam,0.15,10,79,5,22,31,21,0.6709,0.7342
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,z0_sticky,0.01,10,79,3,23,32,21,0.6962,0.7342
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,z0_sticky,0.06,10,79,2,22,34,21,0.7089,0.7342
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs15_bs1.0_sp0.1-0.3,15.0,1.0,gradcam,0.1,0.3,gradcam,0.15,0,79,6,22,29,22,0.6456,0.7215
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs20.0_bs2.0_sp0.3-0.5_ms10,20.0,2.0,gradcam,0.3,0.5,gradcam,0.05,10,79,5,20,32,22,0.6582,0.7215
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,gradcam,0.15,10,79,6,20,31,22,0.6456,0.7215
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs2.0_sp0.3-0.5_ms0,20.0,2.0,gradcam,0.3,0.5,z0,0.01,0,79,5,30,22,22,0.6582,0.7215
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs2.0_sp0.2-0.4_ms0,20.0,2.0,gradcam,0.2,0.4,z0,0.03,0,79,3,27,27,22,0.6835,0.7215
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs10.0_bs3.0_sp0.3-0.5_ms0,10.0,3.0,gradcam,0.3,0.5,z0_sticky,0.01,0,79,3,30,24,22,0.6835,0.7215
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs3.0_sp0.3-0.5_ms0,10.0,3.0,gradcam,0.3,0.5,z0_sticky,0.03,0,79,3,24,30,22,0.6835,0.7215
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,z0_sticky,0.03,10,79,6,19,32,22,0.6456,0.7215
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,z0_sticky,0.06,10,79,5,20,32,22,0.6582,0.7215
unified_v1,ringabell,gradcam_gradcam_mon0.15_gs12.5_bs1.0_sp0.1-0.3,12.5,1.0,gradcam,0.1,0.3,gradcam,0.15,0,79,3,31,22,23,0.6709,0.7089
unified_v1,ringabell,gradcam_gradcam_mon0.1_gs12.5_bs1.0_sp0.3-0.5,12.5,1.0,gradcam,0.3,0.5,gradcam,0.1,0,79,2,21,33,23,0.6835,0.7089
unified_v1,ringabell,z0_gradcam_mon0.03_gs12.5_bs1.0_sp0.1-0.4,12.5,1.0,gradcam,0.1,0.4,z0,0.03,0,79,2,24,30,23,0.6835,0.7089
unified_v1,ringabell,z0_gradcam_mon0.03_gs15_bs1.0_sp0.2-0.4,15.0,1.0,gradcam,0.2,0.4,z0,0.03,0,79,1,26,29,23,0.6962,0.7089
unified_v1,ringabell,z0_gradcam_mon0.06_gs15_bs1.0_sp0.1-0.4,15.0,1.0,gradcam,0.1,0.4,z0,0.06,0,79,3,24,29,23,0.6709,0.7089
unified_v1,ringabell,z0_gradcam_mon0.06_gs15_bs1.0_sp0.2-0.4,15.0,1.0,gradcam,0.2,0.4,z0,0.06,0,79,2,22,32,23,0.6835,0.7089
unified_v1,ringabell,z0_gradcam_mon0.06_gs17.5_bs1.0_sp0.3-0.5,17.5,1.0,gradcam,0.3,0.5,z0,0.06,0,79,2,21,33,23,0.6835,0.7089
unified_v1,ringabell,z0_sticky_gradcam_mon0.06_gs12.5_bs1.0_sp0.2-0.4,12.5,1.0,gradcam,0.2,0.4,z0_sticky,0.06,0,79,5,26,25,23,0.6456,0.7089
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs20.0_bs0.0_sp0.3-0.5_ms10,20.0,0.0,gradcam,0.3,0.5,gradcam,0.05,10,79,6,22,28,23,0.6329,0.7089
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs3.0_sp0.3-0.5_ms0,20.0,3.0,gradcam,0.3,0.5,z0,0.01,0,79,3,26,27,23,0.6709,0.7089
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs3.0_sp0.2-0.4_ms0,20.0,3.0,gradcam,0.2,0.4,z0,0.03,0,79,3,25,28,23,0.6709,0.7089
unified_v2,ringabell,z0_gradcam_mt0.06_gs20.0_bs3.0_sp0.2-0.4_ms0,20.0,3.0,gradcam,0.2,0.4,z0,0.06,0,79,4,24,28,23,0.6582,0.7089
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs10.0_bs0.0_sp0.3-0.5_ms0,10.0,0.0,gradcam,0.3,0.5,z0_sticky,0.01,0,79,2,27,27,23,0.6835,0.7089
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs20.0_bs2.0_sp0.3-0.5_ms10,20.0,2.0,gradcam,0.3,0.5,z0_sticky,0.01,10,79,6,23,27,23,0.6329,0.7089
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs2.0_sp0.3-0.5_ms0,10.0,2.0,gradcam,0.3,0.5,z0_sticky,0.03,0,79,2,25,29,23,0.6835,0.7089
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,z0_sticky,0.03,10,79,3,27,26,23,0.6709,0.7089
unified_v1,ringabell,z0_gradcam_mon0.01_gs12.5_bs1.0_sp0.2-0.4,12.5,1.0,gradcam,0.2,0.4,z0,0.01,0,79,3,21,31,24,0.6582,0.6962
unified_v1,ringabell,z0_gradcam_mon0.01_gs15_bs1.0_sp0.2-0.4,15.0,1.0,gradcam,0.2,0.4,z0,0.01,0,79,2,23,30,24,0.6709,0.6962
unified_v1,ringabell,z0_gradcam_mon0.06_gs12.5_bs1.0_sp0.1-0.4,12.5,1.0,gradcam,0.1,0.4,z0,0.06,0,79,3,26,26,24,0.6582,0.6962
unified_v1,ringabell,z0_gradcam_mon0.06_gs15_bs1.0_sp0.1-0.3,15.0,1.0,gradcam,0.1,0.3,z0,0.06,0,79,4,23,28,24,0.6456,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,gradcam,0.05,10,79,5,23,27,24,0.6329,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,gradcam,0.05,10,79,4,18,33,24,0.6456,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs10.0_bs3.0_sp0.3-0.5_ms0,10.0,3.0,gradcam,0.3,0.5,gradcam,0.15,0,79,1,26,28,24,0.6835,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs0.0_sp0.3-0.5_ms0,20.0,0.0,gradcam,0.3,0.5,gradcam,0.15,0,79,5,22,28,24,0.6329,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,gradcam,0.15,10,79,3,19,33,24,0.6582,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs0.0_sp0.3-0.5_ms10,20.0,0.0,gradcam,0.3,0.5,gradcam,0.1,10,79,6,22,27,24,0.6203,0.6962
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs3.0_sp0.3-0.5_ms10,20.0,3.0,gradcam,0.3,0.5,gradcam,0.1,10,79,4,25,26,24,0.6456,0.6962
unified_v2,ringabell,z0_gradcam_mt0.01_gs10.0_bs3.0_sp0.2-0.4_ms0,10.0,3.0,gradcam,0.2,0.4,z0,0.01,0,79,3,21,31,24,0.6582,0.6962
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,z0,0.01,10,79,2,24,29,24,0.6709,0.6962
unified_v2,ringabell,z0_gradcam_mt0.06_gs20.0_bs0.0_sp0.2-0.4_ms0,20.0,0.0,gradcam,0.2,0.4,z0,0.06,0,79,3,21,31,24,0.6582,0.6962
unified_v2,ringabell,z0_gradcam_mt0.06_gs20.0_bs2.0_sp0.2-0.4_ms0,20.0,2.0,gradcam,0.2,0.4,z0,0.06,0,79,1,30,24,24,0.6835,0.6962
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,z0_sticky,0.06,10,79,5,22,28,24,0.6329,0.6962
unified_v1,ringabell,z0_gradcam_mon0.06_gs12.5_bs1.0_sp0.1-0.3,12.5,1.0,gradcam,0.1,0.3,z0,0.06,0,79,3,25,26,25,0.6456,0.6835
unified_v1,ringabell,z0_gradcam_mon0.06_gs15_bs1.0_sp0.3-0.5,15.0,1.0,gradcam,0.3,0.5,z0,0.06,0,79,2,23,29,25,0.6582,0.6835
unified_v2,ringabell,gradcam_gradcam_mt0.05_gs10.0_bs0.0_sp0.3-0.5_ms0,10.0,0.0,gradcam,0.3,0.5,gradcam,0.05,0,79,1,25,28,25,0.6709,0.6835
unified_v2,ringabell,z0_gradcam_mt0.01_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,z0,0.01,10,79,4,25,25,25,0.6329,0.6835
unified_v2,ringabell,z0_gradcam_mt0.03_gs10.0_bs3.0_sp0.2-0.4_ms0,10.0,3.0,gradcam,0.2,0.4,z0,0.03,0,79,2,25,27,25,0.6582,0.6835
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs2.0_sp0.3-0.5_ms0,20.0,2.0,gradcam,0.3,0.5,z0,0.03,0,79,3,25,26,25,0.6456,0.6835
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,z0_sticky,0.01,10,79,4,26,24,25,0.6329,0.6835
unified_v2,ringabell,z0_sticky_gradcam_mt0.01_gs20.0_bs2.0_sp0.2-0.4_ms10,20.0,2.0,gradcam,0.2,0.4,z0_sticky,0.01,10,79,6,19,29,25,0.6076,0.6835
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs0.0_sp0.3-0.5_ms0,10.0,0.0,gradcam,0.3,0.5,z0_sticky,0.03,0,79,4,17,33,25,0.6329,0.6835
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs2.0_sp0.3-0.5_ms10,20.0,2.0,gradcam,0.3,0.5,z0_sticky,0.03,10,79,4,23,27,25,0.6329,0.6835
unified_v1,ringabell,z0_gradcam_mon0.01_gs12.5_bs1.0_sp0.3-0.5,12.5,1.0,gradcam,0.3,0.5,z0,0.01,0,79,2,24,27,26,0.6456,0.6709
unified_v1,ringabell,z0_gradcam_mon0.03_gs15_bs1.0_sp0.3-0.5,15.0,1.0,gradcam,0.3,0.5,z0,0.03,0,79,1,22,30,26,0.6582,0.6709
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs10.0_bs2.0_sp0.3-0.5_ms0,10.0,2.0,gradcam,0.3,0.5,gradcam,0.15,0,79,3,25,25,26,0.6329,0.6709
unified_v2,ringabell,gradcam_gradcam_mt0.15_gs20.0_bs3.0_sp0.2-0.4_ms10,20.0,3.0,gradcam,0.2,0.4,gradcam,0.15,10,79,4,21,28,26,0.6203,0.6709
unified_v2,ringabell,gradcam_gradcam_mt0.1_gs20.0_bs2.0_sp0.3-0.5_ms10,20.0,2.0,gradcam,0.3,0.5,gradcam,0.1,10,79,3,22,28,26,0.6329,0.6709
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs0.0_sp0.2-0.4_ms0,20.0,0.0,gradcam,0.2,0.4,z0,0.03,0,79,4,20,29,26,0.6203,0.6709
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs0.0_sp0.2-0.4_ms10,20.0,0.0,gradcam,0.2,0.4,z0,0.03,10,79,2,21,30,26,0.6456,0.6709
unified_v2,ringabell,z0_gradcam_mt0.03_gs20.0_bs3.0_sp0.3-0.5_ms0,20.0,3.0,gradcam,0.3,0.5,z0,0.03,0,79,2,26,25,26,0.6456,0.6709
unified_v2,ringabell,z0_gradcam_mt0.06_gs10.0_bs3.0_sp0.2-0.4_ms0,10.0,3.0,gradcam,0.2,0.4,z0,0.06,0,79,3,22,28,26,0.6329,0.6709
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs10.0_bs0.0_sp0.2-0.4_ms10,10.0,0.0,gradcam,0.2,0.4,z0_sticky,0.03,10,79,0,19,34,26,0.6709,0.6709
unified_v2,ringabell,z0_sticky_gradcam_mt0.03_gs20.0_bs0.0_sp0.3-0.5_ms10,20.0,0.0,gradcam,0.3,0.5,z0_sticky,0.03,10,79,6,19,28,26,0.5949,0.6709
unified_v2,ringabell,z0_sticky_gradcam_mt0.06_gs20.0_bs2.0_sp0.3-0.5_ms10,20.0,2.0,gradcam,0.3,0.5,z0_sticky,0.06,10,79,5,17,31,26,0.6076,0.6709
