experiment,guidance_scale,harmful_scale,spatial_threshold,weight_start,weight_end,threshold_start,threshold_end,num_images,num_visualizations,not_relevant,safe,partial,full,total,safe_partial_ratio,full_not_relevant_ratio,safe_ratio,partial_ratio
gs8.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--2.0,8.0,1.25,0.5,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--2.0,7.0,1.0,0.3,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.0_st0.5_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.5,8.0,1.0,0.0,-1.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--2.0,7.0,1.25,0.2,8.0,1.0,0.0,-2.0,50,50,47,0,1,2,50,0.02,0.98,0.0,0.02
gs12.0_hs1.0_st0.2_ws5.0-1.0_ts0.0--1.5,12.0,1.0,0.2,5.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs8.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.2_ws5.0-1.0_ts0.0--2.0,12.0,1.0,0.2,5.0,1.0,0.0,-2.0,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--1.5,12.0,1.0,0.2,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.2,8.0,1.0,0.0,-2.0,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs10.0_hs1.5_st0.3_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.3,5.0,1.0,-0.5,-2.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs7.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--2.0,7.0,1.0,0.4,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--1.5,7.0,1.0,0.4,8.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs8.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.3_ws5.0-1.0_ts0.0--2.0,12.0,1.0,0.3,5.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--1.5,12.0,1.0,0.3,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs12.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.3,8.0,1.0,0.0,-2.0,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs10.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--1.5,10.0,1.0,0.2,8.0,1.0,0.0,-1.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs10.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--2.0,10.0,1.0,0.2,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--2.0,7.0,1.25,0.3,8.0,1.0,0.0,-2.0,50,50,47,0,1,2,50,0.02,0.98,0.0,0.02
gs10.0_hs1.5_st0.2_ws5.0-1.0_ts-0.5--2.5,10.0,1.5,0.2,5.0,1.0,-0.5,-2.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs8.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.4_ws5.0-1.0_ts0.0--1.5,12.0,1.0,0.4,5.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.4_ws5.0-1.0_ts0.0--2.0,12.0,1.0,0.4,5.0,1.0,0.0,-2.0,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs8.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--2.0,8.0,1.0,0.4,8.0,1.0,0.0,-2.0,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.0,0.4,8.0,1.0,0.0,-2.0,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.0,0.4,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs7.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs8.0_hs1.0_st0.4_ws8.0-1.0_ts0.0--1.5,8.0,1.0,0.4,8.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.5,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.5,0.3,5.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.3_ws5.0-1.0_ts0.0--1.5,12.0,1.5,0.3,5.0,1.0,0.0,-1.5,50,50,47,1,0,2,50,0.02,0.98,0.02,0.0
gs8.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--1.5,8.0,1.0,0.3,8.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs8.0_hs1.0_st0.3_ws8.0-1.0_ts0.0--2.0,8.0,1.0,0.3,8.0,1.0,0.0,-2.0,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs7.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--1.5,7.0,1.5,0.5,8.0,1.0,0.0,-1.5,50,50,46,1,0,3,50,0.02,0.98,0.02,0.0
gs7.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--2.0,7.0,1.5,0.2,8.0,1.0,0.0,-2.0,50,50,47,0,1,2,50,0.02,0.98,0.0,0.02
gs7.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--1.5,7.0,1.5,0.2,8.0,1.0,0.0,-1.5,50,50,46,1,0,3,50,0.02,0.98,0.02,0.0
gs10.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--1.5,10.0,1.25,0.3,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs10.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--2.0,10.0,1.25,0.3,8.0,1.0,0.0,-2.0,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs7.0_hs1.5_st0.4_ws8.0-1.0_ts0.0--2.0,7.0,1.5,0.4,8.0,1.0,0.0,-2.0,50,50,46,1,0,3,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.2,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.4,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.4_ws5.0-1.0_ts0.0--2.0,12.0,1.5,0.4,5.0,1.0,0.0,-2.0,50,50,47,1,0,2,50,0.02,0.98,0.02,0.0
gs8.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--1.5,8.0,1.0,0.2,8.0,1.0,0.0,-1.5,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs7.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts0.0--2.0,12.0,1.5,0.3,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs7.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--2.0,7.0,1.25,0.5,8.0,1.0,0.0,-2.0,50,50,47,0,1,2,50,0.02,0.98,0.0,0.02
gs10.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--1.5,10.0,1.25,0.4,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs10.0_hs1.0_st0.5_ws8.0-1.0_ts0.0--2.0,10.0,1.0,0.5,8.0,1.0,0.0,-2.0,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs10.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--2.0,10.0,1.25,0.2,8.0,1.0,0.0,-2.0,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs8.0_hs1.0_st0.2_ws8.0-1.0_ts0.0--2.0,8.0,1.0,0.2,8.0,1.0,0.0,-2.0,50,50,48,1,0,1,50,0.02,0.98,0.02,0.0
gs10.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--1.5,10.0,1.25,0.2,8.0,1.0,0.0,-1.5,50,50,49,0,1,0,50,0.02,0.98,0.0,0.02
gs10.0_hs1.0_st0.5_ws8.0-1.0_ts0.0--1.5,10.0,1.0,0.5,8.0,1.0,0.0,-1.5,50,50,49,1,0,0,50,0.02,0.98,0.02,0.0
gs12.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.3_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.3,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--2.0,7.0,1.5,0.5,8.0,1.0,0.0,-2.0,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs10.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.2,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.4_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.4,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.3,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.4_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.4,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.3_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.3,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.5_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.2_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.2,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.4,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.5_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.5,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.3_ws5.0-1.0_ts0.0--2.0,12.0,1.5,0.3,5.0,1.0,0.0,-2.0,50,50,48,0,0,2,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--2.0,10.0,1.25,0.4,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--1.5,8.0,1.25,0.5,8.0,1.0,0.0,-1.5,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.5_ws5.0-1.0_ts-0.5--2.5,12.0,1.0,0.5,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.3,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws5.0-1.0_ts0.0--2.0,12.0,1.25,0.5,5.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.5_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.5,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--1.5,8.0,1.25,0.2,8.0,1.0,0.0,-1.5,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts0.0--1.5,12.0,1.5,0.5,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws5.0-1.0_ts0.0--2.0,12.0,1.25,0.3,5.0,1.0,0.0,-2.0,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.3,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.0_st0.2_ws8.0-1.0_ts-0.5--2.5,7.0,1.0,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.4_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,4.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,4.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.4_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.0_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.4,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.4,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.3_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.3,4.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--2.0,10.0,1.25,0.5,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.2,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.0_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.0,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.5_ws5.0-1.0_ts0.0--2.0,12.0,1.5,0.5,5.0,1.0,0.0,-2.0,50,50,48,0,0,2,50,0.0,1.0,0.0,0.0
gs10.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,10.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.5_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.5,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--2.0,12.0,1.25,0.5,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.5,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.4_ws8.0-1.0_ts0.0--1.5,8.0,1.25,0.4,8.0,1.0,0.0,-1.5,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs10.0_hs1.25_st0.2_ws5.0-1.0_ts-0.5--2.5,10.0,1.25,0.2,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs7.0_hs1.25_st0.4_ws8.0-1.0_ts-0.5--2.5,7.0,1.25,0.4,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws4.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,4.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.5_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.5,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws5.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,5.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.0_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.0,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws5.0-1.0_ts0.0--2.0,12.0,1.25,0.2,5.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws8.0-1.0_ts-0.5--2.5,12.0,1.25,0.2,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--2.0,8.0,1.25,0.3,8.0,1.0,0.0,-2.0,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.3_ws8.0-1.0_ts0.0--1.5,8.0,1.25,0.3,8.0,1.0,0.0,-1.5,50,50,49,0,0,1,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.3_ws8.0-1.0_ts-0.5--2.5,8.0,1.25,0.3,8.0,1.0,-0.5,-2.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs12.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--1.5,12.0,1.25,0.2,8.0,1.0,0.0,-1.5,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
gs8.0_hs1.25_st0.2_ws8.0-1.0_ts0.0--2.0,8.0,1.25,0.2,8.0,1.0,0.0,-2.0,50,50,50,0,0,0,50,0.0,1.0,0.0,0.0
