prompt_idx,step,timestep,FAI
0,0,981,16.6927547454834
0,1,961,16.843820571899414
0,2,961,16.852764129638672
0,3,941,14.279502868652344
0,4,921,14.659870147705078
0,5,901,14.877449035644531
0,6,881,13.355415344238281
0,7,861,13.343631744384766
0,8,841,13.23594856262207
0,9,821,13.189495086669922
0,10,801,13.087139129638672
0,11,781,12.36900520324707
0,12,761,11.786795616149902
0,13,741,11.62221908569336
0,14,721,11.691437721252441
0,15,701,11.802558898925781
0,16,681,11.941715240478516
0,17,661,12.08935546875
0,18,641,12.236084938049316
0,19,621,12.419656753540039
0,20,601,12.600409507751465
0,21,581,12.77717399597168
0,22,561,12.930445671081543
0,23,541,13.070480346679688
0,24,521,13.157766342163086
0,25,501,13.211419105529785
0,26,481,13.237333297729492
0,27,461,13.241514205932617
0,28,441,13.23279094696045
0,29,421,13.21524429321289
0,30,401,13.186177253723145
0,31,381,13.166723251342773
0,32,361,13.137788772583008
0,33,341,13.10142993927002
0,34,321,13.052953720092773
0,35,301,12.989418983459473
0,36,281,12.912564277648926
0,37,261,12.824438095092773
0,38,241,12.72397518157959
0,39,221,12.617544174194336
0,40,201,12.51602840423584
0,41,181,12.41701889038086
0,42,161,12.326005935668945
0,43,141,12.24978256225586
0,44,121,12.179442405700684
0,45,101,12.120834350585938
0,46,81,12.064054489135742
0,47,61,12.015715599060059
0,48,41,11.979275703430176
0,49,21,11.936296463012695
0,50,1,11.653799057006836
1,0,981,17.579734802246094
1,1,961,17.489076614379883
1,2,961,18.092247009277344
1,3,941,19.478832244873047
1,4,921,17.3612060546875
1,5,901,17.027467727661133
1,6,881,16.30481719970703
1,7,861,16.17812728881836
1,8,841,15.950510025024414
1,9,821,15.688353538513184
1,10,801,15.406071662902832
1,11,781,15.169243812561035
1,12,761,15.088687896728516
1,13,741,15.185827255249023
1,14,721,15.301346778869629
1,15,701,15.642047882080078
1,16,681,16.187257766723633
1,17,661,16.174346923828125
1,18,641,16.085742950439453
1,19,621,16.10817527770996
1,20,601,16.135047912597656
1,21,581,16.146562576293945
1,22,561,16.1057186126709
1,23,541,16.017560958862305
1,24,521,15.928629875183105
1,25,501,15.895913124084473
1,26,481,15.90223503112793
1,27,461,15.925813674926758
1,28,441,15.966931343078613
1,29,421,16.015975952148438
1,30,401,16.064067840576172
1,31,381,16.121034622192383
1,32,361,16.172088623046875
1,33,341,16.225187301635742
1,34,321,16.284536361694336
1,35,301,16.345733642578125
1,36,281,16.402149200439453
1,37,261,16.455997467041016
1,38,241,16.493677139282227
1,39,221,16.506317138671875
1,40,201,16.488431930541992
1,41,181,16.45014762878418
1,42,161,16.396137237548828
1,43,141,16.33028221130371
1,44,121,16.264057159423828
1,45,101,16.188663482666016
1,46,81,16.110063552856445
1,47,61,16.005855560302734
1,48,41,15.847210884094238
1,49,21,15.552031517028809
1,50,1,14.654044151306152
2,0,981,18.145732879638672
2,1,961,17.698833465576172
2,2,961,16.444305419921875
2,3,941,17.467676162719727
2,4,921,17.347843170166016
2,5,901,16.839956283569336
2,6,881,16.4057559967041
2,7,861,15.869125366210938
2,8,841,14.584306716918945
2,9,821,14.523375511169434
2,10,801,14.600629806518555
2,11,781,15.073896408081055
2,12,761,15.607259750366211
2,13,741,15.815272331237793
2,14,721,16.005558013916016
2,15,701,16.168853759765625
2,16,681,16.339969635009766
2,17,661,16.479389190673828
2,18,641,16.566055297851562
2,19,621,16.63296127319336
2,20,601,16.636716842651367
2,21,581,16.621082305908203
2,22,561,16.57733917236328
2,23,541,16.53396987915039
2,24,521,16.482467651367188
2,25,501,16.450517654418945
2,26,481,16.424976348876953
2,27,461,16.389375686645508
2,28,441,16.35936737060547
2,29,421,16.323230743408203
2,30,401,16.267580032348633
2,31,381,16.22286605834961
2,32,361,16.16066551208496
2,33,341,16.095909118652344
2,34,321,16.02745819091797
2,35,301,15.964540481567383
2,36,281,15.910207748413086
2,37,261,15.85604190826416
2,38,241,15.800056457519531
2,39,221,15.733264923095703
2,40,201,15.654948234558105
2,41,181,15.557732582092285
2,42,161,15.439080238342285
2,43,141,15.311766624450684
2,44,121,15.171125411987305
2,45,101,15.025932312011719
2,46,81,14.873374938964844
2,47,61,14.711196899414062
2,48,41,14.510169982910156
2,49,21,14.221195220947266
2,50,1,13.232991218566895
3,0,981,18.5208797454834
3,1,961,18.211158752441406
3,2,961,16.897571563720703
3,3,941,15.333394050598145
3,4,921,15.026983261108398
3,5,901,14.873626708984375
3,6,881,14.762340545654297
3,7,861,14.48609733581543
3,8,841,14.161209106445312
3,9,821,13.573095321655273
3,10,801,13.028778076171875
3,11,781,12.883886337280273
3,12,761,12.815755844116211
3,13,741,12.726083755493164
3,14,721,12.755691528320312
3,15,701,12.871847152709961
3,16,681,13.006880760192871
3,17,661,13.130824089050293
3,18,641,13.202102661132812
3,19,621,13.245634078979492
3,20,601,13.233882904052734
3,21,581,13.200243949890137
3,22,561,13.140339851379395
3,23,541,13.076519012451172
3,24,521,12.998574256896973
3,25,501,12.9457368850708
3,26,481,12.91447639465332
3,27,461,12.899175643920898
3,28,441,12.904616355895996
3,29,421,12.928434371948242
3,30,401,12.95064640045166
3,31,381,12.994725227355957
3,32,361,13.030214309692383
3,33,341,13.06663703918457
3,34,321,13.093338012695312
3,35,301,13.11529541015625
3,36,281,13.132168769836426
3,37,261,13.143184661865234
3,38,241,13.133650779724121
3,39,221,13.106164932250977
3,40,201,13.06721305847168
3,41,181,13.00814151763916
3,42,161,12.92991828918457
3,43,141,12.843050003051758
3,44,121,12.747223854064941
3,45,101,12.655369758605957
3,46,81,12.553915023803711
3,47,61,12.443710327148438
3,48,41,12.321684837341309
3,49,21,12.174134254455566
3,50,1,11.753725051879883
4,0,981,18.75782012939453
4,1,961,18.923019409179688
4,2,961,18.973491668701172
4,3,941,16.96917724609375
4,4,921,17.043384552001953
4,5,901,17.569442749023438
4,6,881,17.92035675048828
4,7,861,16.061073303222656
4,8,841,15.976860046386719
4,9,821,16.41674041748047
4,10,801,16.329647064208984
4,11,781,16.353336334228516
4,12,761,16.18499183654785
4,13,741,16.061767578125
4,14,721,15.939260482788086
4,15,701,15.852622032165527
4,16,681,15.823227882385254
4,17,661,15.804975509643555
4,18,641,15.779075622558594
4,19,621,15.758502006530762
4,20,601,15.73379135131836
4,21,581,15.744357109069824
4,22,561,15.774290084838867
4,23,541,15.813522338867188
4,24,521,15.837882041931152
4,25,501,15.846738815307617
4,26,481,15.821455001831055
4,27,461,15.76605224609375
4,28,441,15.70444107055664
4,29,421,15.638521194458008
4,30,401,15.56855583190918
4,31,381,15.509355545043945
4,32,361,15.448662757873535
4,33,341,15.385955810546875
4,34,321,15.319612503051758
4,35,301,15.248785018920898
4,36,281,15.172628402709961
4,37,261,15.09460735321045
4,38,241,15.018367767333984
4,39,221,14.945051193237305
4,40,201,14.880388259887695
4,41,181,14.815549850463867
4,42,161,14.745124816894531
4,43,141,14.666787147521973
4,44,121,14.576272964477539
4,45,101,14.470975875854492
4,46,81,14.356121063232422
4,47,61,14.239603996276855
4,48,41,14.122934341430664
4,49,21,13.977783203125
4,50,1,13.46143913269043
5,0,981,18.150253295898438
5,1,961,18.03081703186035
5,2,961,18.269140243530273
5,3,941,17.958091735839844
5,4,921,17.54466438293457
5,5,901,17.234214782714844
5,6,881,17.413345336914062
5,7,861,17.581491470336914
5,8,841,16.244997024536133
5,9,821,15.843327522277832
5,10,801,15.886775970458984
5,11,781,16.21341323852539
5,12,761,16.710369110107422
5,13,741,17.09981918334961
5,14,721,17.273738861083984
5,15,701,17.23918342590332
5,16,681,16.603824615478516
5,17,661,15.46274185180664
5,18,641,15.177045822143555
5,19,621,15.216804504394531
5,20,601,15.19239616394043
5,21,581,15.044766426086426
5,22,561,14.865439414978027
5,23,541,14.734823226928711
5,24,521,14.680326461791992
5,25,501,14.697113037109375
5,26,481,14.764154434204102
5,27,461,14.85134506225586
5,28,441,14.908411979675293
5,29,421,14.94355583190918
5,30,401,14.965770721435547
5,31,381,14.981842041015625
5,32,361,14.989924430847168
5,33,341,14.993060111999512
5,34,321,14.999566078186035
5,35,301,15.010285377502441
5,36,281,15.016942977905273
5,37,261,15.023473739624023
5,38,241,15.02314567565918
5,39,221,15.017528533935547
5,40,201,15.006027221679688
5,41,181,14.994282722473145
5,42,161,14.983955383300781
5,43,141,14.972274780273438
5,44,121,14.96425724029541
5,45,101,14.946805953979492
5,46,81,14.919130325317383
5,47,61,14.87279987335205
5,48,41,14.817519187927246
5,49,21,14.76071548461914
5,50,1,14.634805679321289
6,0,981,17.057029724121094
6,1,961,17.255029678344727
6,2,961,16.545421600341797
6,3,941,16.33820343017578
6,4,921,16.00078010559082
6,5,901,15.738938331604004
6,6,881,15.831226348876953
6,7,861,16.227754592895508
6,8,841,16.74839973449707
6,9,821,16.413249969482422
6,10,801,16.054786682128906
6,11,781,15.804709434509277
6,12,761,15.60692024230957
6,13,741,15.423807144165039
6,14,721,15.237497329711914
6,15,701,15.074106216430664
6,16,681,14.872332572937012
6,17,661,14.621554374694824
6,18,641,14.37393569946289
6,19,621,14.160274505615234
6,20,601,13.98260498046875
6,21,581,13.864727020263672
6,22,561,13.78424072265625
6,23,541,13.735884666442871
6,24,521,13.693581581115723
6,25,501,13.640613555908203
6,26,481,13.557716369628906
6,27,461,13.458270072937012
6,28,441,13.350407600402832
6,29,421,13.252920150756836
6,30,401,13.180602073669434
6,31,381,13.14900016784668
6,32,361,13.143366813659668
6,33,341,13.160412788391113
6,34,321,13.186029434204102
6,35,301,13.214468002319336
6,36,281,13.235799789428711
6,37,261,13.245734214782715
6,38,241,13.243574142456055
6,39,221,13.232831954956055
6,40,201,13.214950561523438
6,41,181,13.194168090820312
6,42,161,13.163272857666016
6,43,141,13.125702857971191
6,44,121,13.092985153198242
6,45,101,13.058332443237305
6,46,81,13.008471488952637
6,47,61,12.941142082214355
6,48,41,12.839983940124512
6,49,21,12.669720649719238
6,50,1,12.087007522583008
7,0,981,17.347301483154297
7,1,961,17.52391242980957
7,2,961,18.092113494873047
7,3,941,18.360687255859375
7,4,921,17.957122802734375
7,5,901,18.005680084228516
7,6,881,17.781158447265625
7,7,861,17.733747482299805
7,8,841,17.52165985107422
7,9,821,17.08675193786621
7,10,801,16.755868911743164
7,11,781,16.5516357421875
7,12,761,16.36103057861328
7,13,741,16.13827133178711
7,14,721,15.952864646911621
7,15,701,15.820841789245605
7,16,681,15.74120807647705
7,17,661,15.70082950592041
7,18,641,15.683541297912598
7,19,621,15.697662353515625
7,20,601,15.715875625610352
7,21,581,15.743785858154297
7,22,561,15.766965866088867
7,23,541,15.78614616394043
7,24,521,15.791057586669922
7,25,501,15.783262252807617
7,26,481,15.77147388458252
7,27,461,15.754068374633789
7,28,441,15.737285614013672
7,29,421,15.72622299194336
7,30,401,15.699942588806152
7,31,381,15.677419662475586
7,32,361,15.647892951965332
7,33,341,15.621867179870605
7,34,321,15.589859008789062
7,35,301,15.560187339782715
7,36,281,15.541078567504883
7,37,261,15.531357765197754
7,38,241,15.528950691223145
7,39,221,15.532533645629883
7,40,201,15.545343399047852
7,41,181,15.56396484375
7,42,161,15.590171813964844
7,43,141,15.630512237548828
7,44,121,15.655397415161133
7,45,101,15.665775299072266
7,46,81,15.6556396484375
7,47,61,15.62845230102539
7,48,41,15.579172134399414
7,49,21,15.475210189819336
7,50,1,14.924933433532715
8,0,981,16.698421478271484
8,1,961,16.605304718017578
8,2,961,17.46010971069336
8,3,941,15.798097610473633
8,4,921,16.755197525024414
8,5,901,16.444957733154297
8,6,881,15.773648262023926
8,7,861,15.25100040435791
8,8,841,14.705753326416016
8,9,821,14.374883651733398
8,10,801,14.198294639587402
8,11,781,14.144762992858887
8,12,761,14.03085708618164
8,13,741,13.855583190917969
8,14,721,13.685097694396973
8,15,701,13.536338806152344
8,16,681,13.470514297485352
8,17,661,13.481307029724121
8,18,641,13.520870208740234
8,19,621,13.608743667602539
8,20,601,13.745718002319336
8,21,581,13.898417472839355
8,22,561,14.011224746704102
8,23,541,14.112296104431152
8,24,521,14.202262878417969
8,25,501,14.28748607635498
8,26,481,14.34928035736084
8,27,461,14.377813339233398
8,28,441,14.381438255310059
8,29,421,14.372255325317383
8,30,401,14.351241111755371
8,31,381,14.3244047164917
8,32,361,14.291910171508789
8,33,341,14.267535209655762
8,34,321,14.260725975036621
8,35,301,14.278470039367676
8,36,281,14.308853149414062
8,37,261,14.348981857299805
8,38,241,14.377087593078613
8,39,221,14.378393173217773
8,40,201,14.349615097045898
8,41,181,14.29734992980957
8,42,161,14.236583709716797
8,43,141,14.182558059692383
8,44,121,14.146406173706055
8,45,101,14.11947250366211
8,46,81,14.098516464233398
8,47,61,14.079914093017578
8,48,41,14.04102611541748
8,49,21,13.948576927185059
8,50,1,13.645805358886719
9,0,981,17.141815185546875
9,1,961,17.430248260498047
9,2,961,18.36270523071289
9,3,941,18.060955047607422
9,4,921,16.86229705810547
9,5,901,16.680557250976562
9,6,881,16.6983699798584
9,7,861,16.32250213623047
9,8,841,15.621245384216309
9,9,821,15.551847457885742
9,10,801,15.665372848510742
9,11,781,15.78386402130127
9,12,761,15.876358032226562
9,13,741,15.962139129638672
9,14,721,16.073453903198242
9,15,701,16.2265625
9,16,681,16.447898864746094
9,17,661,16.655261993408203
9,18,641,16.896085739135742
9,19,621,17.12425994873047
9,20,601,17.232345581054688
9,21,581,17.274673461914062
9,22,561,17.260774612426758
9,23,541,17.248023986816406
9,24,521,17.237586975097656
9,25,501,17.229183197021484
9,26,481,17.192920684814453
9,27,461,17.134845733642578
9,28,441,17.077571868896484
9,29,421,17.015853881835938
9,30,401,16.939085006713867
9,31,381,16.859424591064453
9,32,361,16.771827697753906
9,33,341,16.683195114135742
9,34,321,16.59790802001953
9,35,301,16.518253326416016
9,36,281,16.43984603881836
9,37,261,16.36054229736328
9,38,241,16.276535034179688
9,39,221,16.189395904541016
9,40,201,16.103097915649414
9,41,181,16.006561279296875
9,42,161,15.8991060256958
9,43,141,15.798556327819824
9,44,121,15.727093696594238
9,45,101,15.68260383605957
9,46,81,15.628934860229492
9,47,61,15.514073371887207
9,48,41,15.31285572052002
9,49,21,15.009197235107422
9,50,1,14.227646827697754
10,0,981,17.457075119018555
10,1,961,17.447282791137695
10,2,961,17.283605575561523
10,3,941,16.875415802001953
10,4,921,16.464351654052734
10,5,901,16.250518798828125
10,6,881,16.25429916381836
10,7,861,15.900275230407715
10,8,841,15.540755271911621
10,9,821,15.44024658203125
10,10,801,15.612897872924805
10,11,781,15.611757278442383
10,12,761,15.501848220825195
10,13,741,15.565738677978516
10,14,721,15.626432418823242
10,15,701,15.661508560180664
10,16,681,15.709171295166016
10,17,661,15.756465911865234
10,18,641,15.78666877746582
10,19,621,15.813793182373047
10,20,601,15.803691864013672
10,21,581,15.764192581176758
10,22,561,15.682089805603027
10,23,541,15.582405090332031
10,24,521,15.45772647857666
10,25,501,15.339698791503906
10,26,481,15.2150239944458
10,27,461,15.095553398132324
10,28,441,14.980709075927734
10,29,421,14.877254486083984
10,30,401,14.777217864990234
10,31,381,14.68595027923584
10,32,361,14.592464447021484
10,33,341,14.492620468139648
10,34,321,14.388952255249023
10,35,301,14.277242660522461
10,36,281,14.15800952911377
10,37,261,14.035261154174805
10,38,241,13.901989936828613
10,39,221,13.759153366088867
10,40,201,13.612096786499023
10,41,181,13.457090377807617
10,42,161,13.293684959411621
10,43,141,13.12181568145752
10,44,121,12.949840545654297
10,45,101,12.774364471435547
10,46,81,12.596931457519531
10,47,61,12.401308059692383
10,48,41,12.16818904876709
10,49,21,11.840094566345215
10,50,1,10.893574714660645
11,0,981,14.910110473632812
11,1,961,15.139203071594238
11,2,961,15.691680908203125
11,3,941,16.485647201538086
11,4,921,15.951375007629395
11,5,901,15.49399185180664
11,6,881,15.432662010192871
11,7,861,15.481245040893555
11,8,841,15.616365432739258
11,9,821,15.734356880187988
11,10,801,15.719710350036621
11,11,781,15.589139938354492
11,12,761,15.427652359008789
11,13,741,15.255882263183594
11,14,721,15.12498950958252
11,15,701,15.025349617004395
11,16,681,14.9799222946167
11,17,661,14.97409439086914
11,18,641,14.986835479736328
11,19,621,15.029096603393555
11,20,601,15.057893753051758
11,21,581,15.076622009277344
11,22,561,15.069555282592773
11,23,541,15.054614067077637
11,24,521,15.023024559020996
11,25,501,15.006147384643555
11,26,481,14.994696617126465
11,27,461,14.978065490722656
11,28,441,14.959909439086914
11,29,421,14.94366455078125
